UMCIndex	NETClassRep	UMCMonoMW
1098	0.3655	2999.65767
1099	0.3688	1052.565567
1100	0.3669	1240.77261
1101	0.3717	1438.804646
1102	0.3662	1268.804002
1103	0.3706	1441.687918
1104	0.3684	2852.579373
1105	0.368	840.412859
1106	0.3677	599.823072
1107	0.3688	1793.868689
1108	0.3698	2311.199269
1109	0.368	527.787573
1110	0.3698	1303.760342
1111	0.3688	1055.575846
1112	0.3692	1053.065844
1113	0.3709	2604.220036
1114	0.3727	1793.807752
1115	0.3727	2877.605638
1116	0.3727	2450.4083
1117	0.3721	1757.883014
1118	0.3744	1751.865743
1119	0.3725	2827.482173
1120	0.3732	2785.350695
1121	0.3736	2707.438928
1122	0.3739	903.460387
1123	0.3764	1671.909212
1124	0.3745	2185.164565
1125	0.3749	1284.798786
1126	0.3745	1312.829567
1127	0.3747	1289.754171
1128	0.3761	1785.903816
1129	0.3761	2583.153398
1130	0.3745	1250.745325
1131	0.3764	1662.774807
1132	0.3745	2571.375997
1133	0.3761	3014.449348
1134	0.3752	892.951094
1135	0.3761	1305.693886
1136	0.377	747.427683
1137	0.377	2654.36052
1138	0.3757	4255.060777
1139	0.3779	563.307129
1140	0.3786	1141.707437
1141	0.3767	3330.579945
1142	0.3779	676.391355
1143	0.377	2419.33563
1144	0.377	3166.765494
1145	0.3779	434.264423
1146	0.3772	2242.28483
1147	0.3783	1889.13611
1148	0.3796	1839.914942
1149	0.3798	3074.542265
1150	0.379	1778.790717
1151	0.3803	1328.824708
1152	0.3798	3164.450526
1153	0.3801	1356.855544
1154	0.3803	1333.779989
1155	0.3801	3090.538735
1156	0.3796	3165.455832
1157	0.381	1549.762748
1158	0.3812	1797.030494
1159	0.3811	2519.286389
1160	0.3817	2001.862453
1161	0.3817	1536.750137
1162	0.3814	1916.039474
1163	0.3816	2158.185778
1164	0.3815	1977.054623
1165	0.3817	2496.214442
1166	0.3816	2849.356888
1167	0.382	2011.950182
1168	0.3819	1751.865079
1169	0.3817	2850.361647
1170	0.3822	1282.704285
1171	0.3818	1993.042096
1172	0.3825	2743.319138
1173	0.3822	1372.850662
1174	0.3822	1400.881195
1175	0.382	875.932102
1176	0.3824	1377.805951
1177	0.3828	1570.871716
1178	0.3824	2218.064256
1179	0.3827	2744.330525
1180	0.3823	2971.534438
1181	0.3826	1954.965615
1182	0.3831	2537.220551
1183	0.3828	2360.150606
1184	0.3826	4183.810306
1185	0.3828	4182.806841
1186	0.3829	1948.958444
1187	0.3834	3119.54303
1188	0.3833	2415.265898
1189	0.3834	3080.43124
1190	0.3833	1438.805164
1191	0.3832	2382.171228
1192	0.384	3120.54537
1193	0.3857	1414.68194
1194	0.3849	1416.876876
1195	0.3843	1684.930367
1196	0.3835	3098.544028
1197	0.3834	707.340384
1198	0.3846	1444.908267
1199	0.3863	1664.79369
1200	0.384	1685.936505
1201	0.384	822.496767
1202	0.3849	1526.805277
1203	0.3849	1382.823549
1204	0.3846	1421.832639
1205	0.3857	2308.062198
1206	0.3837	779.886037
1207	0.3843	1399.850038
1208	0.384	3159.506232
1209	0.3854	1449.864587
1210	0.3849	1472.939229
1211	0.3857	2754.263515
1212	0.3868	1326.742043
1213	0.3876	1311.673213
1214	0.3865	1796.858738
1215	0.3868	1077.538924
1216	0.386	2360.973666
1217	0.3865	3319.655981
1218	0.3888	1645.886252
1219	0.3863	1839.880835
1220	0.3882	2368.202603
1221	0.3888	1144.555669
1222	0.3885	2944.348528
1223	0.3874	3024.576761
1224	0.3865	538.769484
1225	0.3876	893.36286
1226	0.3891	1786.725336
1227	0.3868	1567.825477
1228	0.3885	2384.196357
1229	0.3891	1536.793867
1230	0.3876	1547.726972
1231	0.3897	2813.351995
1232	0.3894	892.760803
1233	0.3918	1295.677726
1234	0.3903	1608.862339
1235	0.3915	1668.934589
1236	0.3888	2440.318301
1237	0.3918	1662.664768
1238	0.3906	3337.86893
1239	0.3918	2964.612847
1240	0.3918	2591.354914
1241	0.3918	4633.540135
1242	0.3938	1526.804317
1243	0.3915	4260.300926
1244	0.3932	2822.483383
1245	0.3938	3195.738009
1246	0.3929	4491.413798
1247	0.394	3053.606868
1248	0.394	4349.286142
1249	0.394	4722.542864
1250	0.3932	556.311892
1251	0.3932	4348.283007
1252	0.3946	3088.545279
1253	0.3969	3777.975278
1254	0.3969	2029.061616
1255	0.3954	3776.962983
1256	0.399	1688.878397
1257	0.3975	2202.069318
1258	0.3972	3891.954681
1259	0.3963	5304.762337
1260	0.3975	1504.9285
1261	0.3975	1532.959615
1262	0.3981	1439.729409
1263	0.3987	3377.752761
1264	0.3981	3890.954166
1265	0.3993	963.527689
1266	0.399	562.959572
1267	0.399	2299.13373
1268	0.4009	2322.313591
1269	0.4024	2373.211174
1270	0.4024	1159.639956
1271	0.4033	1548.955138
1272	0.4033	1576.985922
1273	0.4015	1888.986795
1274	0.4021	3056.606989
1275	0.4021	834.467081
1276	0.4036	1514.901848
1277	0.4033	1553.91068
1278	0.4053	1632.767678
1279	0.406	2183.104726
1280	0.4036	2405.436793
1281	0.4024	2203.074948
1282	0.4044	2951.33175
1283	0.4027	1565.981647
1284	0.4047	2774.433932
1285	0.4036	2952.336422
1286	0.4039	860.502096
1287	0.4036	1521.925006
1288	0.4047	833.42088
1289	0.4059	1478.787277
1290	0.4036	1531.928303
1291	0.4033	2481.016993
1292	0.4041	2949.327425
1293	0.405	2995.54536
1294	0.4062	1665.839807
1295	0.4053	2996.549567
1296	0.4056	2407.130057
1297	0.4059	2957.576929
1298	0.406	1016.576293
1299	0.406	3661.88456
1300	0.4058	2408.127388
1301	0.4064	2212.10217
1302	0.4062	3061.521883
1303	0.4062	3621.86933
1304	0.4067	1756.853611
1305	0.4062	2297.095888
1306	0.4063	1592.981144
1307	0.4065	1621.012009
1308	0.4071	1013.612363
1309	0.4067	2228.096448
1310	0.4067	1645.886717
1311	0.4071	2932.445297
1312	0.4066	1785.861078
1313	0.4069	2933.450998
1314	0.4077	1762.794498
1315	0.4071	2948.442582
1316	0.4077	3302.708994
1317	0.4077	881.396909
1318	0.4077	3394.602968
1319	0.4074	4695.239924
1320	0.4075	2955.540879
1321	0.4075	3525.588373
1322	0.4072	2776.409886
1323	0.4076	587.598947
1324	0.4077	5065.502622
1325	0.4074	2348.121388
1326	0.4075	2144.929484
1327	0.4075	5287.36189
1328	0.4079	1488.762399
1329	0.4086	2156.938716
1330	0.4079	1024.550285
1331	0.4077	1776.775067
1332	0.4077	5064.501143
1333	0.4079	1981.053107
1334	0.4078	3524.581557
1335	0.4079	1634.02482
1336	0.4086	1858.941631
1337	0.4079	3251.553692
1338	0.4082	3919.725202
1339	0.4083	3069.499817
1340	0.4092	2521.224566
1341	0.4086	1015.610045
1342	0.4097	1467.760572
1343	0.4092	1791.854501
1344	0.4086	4678.161204
1345	0.4106	2974.67345
1346	0.4089	2195.026444
1347	0.4089	2349.209612
1348	0.4106	2277.341512
1349	0.4093	2553.215657
1350	0.4097	2773.387792
1351	0.4106	1321.751381
1352	0.4098	840.517072
1353	0.4101	1634.024644
1354	0.4106	3035.594939
1355	0.4098	3089.66656
1356	0.4116	1344.729839
1357	0.411	2032.027877
1358	0.4104	3088.664892
1359	0.4103	1681.03244
1360	0.4116	2689.460504
1361	0.4116	3376.754467
1362	0.411	4319.399751
1363	0.4117	1094.586404
1364	0.4123	4166.813529
1365	0.4119	1345.227246
1366	0.4116	672.344923
1367	0.4116	1397.641562
1368	0.4132	4167.81512
1369	0.4133	1623.807614
1370	0.4123	5511.531273
1371	0.4133	2876.422114
1372	0.4129	2968.537442
1373	0.413	3146.611236
1374	0.4132	3478.648532
1375	0.4126	4280.790145
1376	0.4127	1725.059588
1377	0.4133	3247.612208
1378	0.4134	1655.796484
1379	0.4157	1360.713685
1380	0.4154	1565.791268
1381	0.4137	1639.802254
1382	0.4169	1893.024124
1383	0.4157	2599.312575
1384	0.4137	2928.510021
1385	0.416	1374.693744
1386	0.4142	1499.798366
1387	0.414	1762.794896
1388	0.4148	2698.280894
1389	0.4151	1061.549675
1390	0.4148	4725.168887
1391	0.4178	1469.799077
1392	0.4157	1392.704381
1393	0.416	2720.416191
1394	0.4157	2719.407899
1395	0.4178	3381.709472
1396	0.4183	3307.598803
1397	0.4172	2854.497838
1398	0.4178	3506.773443
1399	0.4172	782.895634
1400	0.4172	1786.112341
1401	0.42	1852.956016
1402	0.4194	2887.381529
1403	0.4181	2974.669591
1404	0.4189	3022.410193
1405	0.4192	3206.602424
1406	0.4183	3365.767009
1407	0.4197	5220.228218
1408	0.42	1445.7046
1409	0.42	3492.758006
1410	0.4192	5221.232461
1411	0.4192	4007.844973
1412	0.4218	3154.542785
1413	0.42	1626.79019
1414	0.4203	1905.868434
1415	0.42	3705.907428
1416	0.4218	4166.816943
1417	0.4237	2981.354154
1418	0.4212	1858.171975
1419	0.4246	2280.170045
1420	0.4231	3631.865595
1421	0.4225	4167.818389
1422	0.4237	1326.825279
1423	0.4246	2333.087403
1424	0.4248	2280.674444
1425	0.4246	4560.341594
1426	0.4252	2994.391697
1427	0.425	998.131183
1428	0.4257	1505.92929
1429	0.425	2933.429476
1430	0.4254	2995.393843
1431	0.4251	2934.431371
1432	0.4261	1857.957227
1433	0.4257	3011.855424
1434	0.4258	3363.88665
1435	0.4262	2317.196815
1436	0.4262	1889.948246
1437	0.4264	2745.530358
1438	0.4261	3715.908739
1439	0.4259	3714.907058
1440	0.4261	4166.814794
1441	0.4261	1596.863193
1442	0.4262	2282.171945
1443	0.4263	1910.868704
1444	0.4263	1840.93112
1445	0.4263	2859.431149
1446	0.4273	1807.757513
1447	0.4266	2858.431402
1448	0.4268	3524.763239
1449	0.4268	2846.579684
1450	0.427	2879.49708
1451	0.4266	2959.315605
1452	0.4273	1344.731428
1453	0.4267	2318.202316
1454	0.4268	4047.017516
1455	0.4268	3242.439632
1456	0.4268	3638.753956
1457	0.4268	2726.29863
1458	0.4273	2925.469222
1459	0.427	2281.158599
1460	0.4273	1273.719671
1461	0.4273	1762.796748
1462	0.427	3243.444432
1463	0.4274	1791.854509
1464	0.4273	3110.648971
1465	0.4315	2044.019387
1466	0.4273	1526.805798
1467	0.4315	2155.140595
1468	0.4275	1711.943594
1469	0.4297	1713.804528
1470	0.4334	1733.775041
1471	0.4358	2846.407192
1472	0.4328	4199.16421
1473	0.4315	1109.575606
1474	0.4322	3171.66525
1475	0.434	1393.830172
1476	0.4412	1741.88786
1477	0.4416	2275.044706
1478	0.44	2282.205666
1479	0.44	2149.248266
1480	0.4352	2863.434882
1481	0.4364	1329.802918
1482	0.4416	2289.024499
1483	0.44	2290.031048
1484	0.4416	3483.773753
1485	0.44	580.630019
1486	0.4434	2117.130363
1487	0.4434	3344.886342
1488	0.4451	1505.929846
1489	0.4451	4038.716963
1490	0.4416	1672.443924
1491	0.4422	1144.510474
1492	0.4467	2802.337312
1493	0.4457	4152.702804
1494	0.4501	2353.311906
1495	0.4473	2803.342657
1496	0.4473	1495.652078
1497	0.4461	3127.525527
1498	0.4496	3167.675717
1499	0.4497	3313.536915
1500	0.4479	2118.132363
1501	0.4497	3017.42582
1502	0.4473	4054.713704
1503	0.4499	1104.512053
1504	0.4505	1579.824262
1505	0.4497	1858.942731
1506	0.4485	3425.581883
1507	0.4501	2406.222213
1508	0.4497	4037.710688
1509	0.4503	3168.590614
1510	0.4504	3159.648736
1511	0.4504	3933.123581
1512	0.4506	3228.652107
1513	0.4506	1640.848345
1514	0.4517	2153.03614
1515	0.4507	1830.889907
1516	0.451	2670.380059
1517	0.4508	1076.8852
1518	0.4508	1548.935879
1519	0.4508	2354.317505
1520	0.4509	3195.689102
1521	0.4513	954.538261
1522	0.4509	1632.736577
1523	0.4509	1741.888512
1524	0.4517	1657.777163
1525	0.4513	1315.735693
1526	0.4515	1495.714173
1527	0.4516	3307.602199
1528	0.4515	1097.681805
1529	0.4511	1344.73133
1530	0.4523	2325.270158
1531	0.4515	3505.651149
1532	0.452	2352.223794
1533	0.4515	1601.88224
1534	0.4514	1607.843684
1535	0.4517	2664.330716
1536	0.4517	4093.127848
1537	0.4521	2353.222202
1538	0.452	2665.334305
1539	0.4518	3562.751457
1540	0.4519	1078.197797
1541	0.4519	3235.593889
1542	0.4517	3234.591889
1543	0.4517	3501.787116
1544	0.4517	4094.128296
1545	0.453	2122.176824
1546	0.4553	2197.210131
1547	0.4522	2342.297403
1548	0.4523	2437.245387
1549	0.452	783.398532
1550	0.4528	1097.521543
1551	0.4535	1565.791265
1552	0.4533	1887.920401
1553	0.4525	2302.13968
1554	0.4525	2966.647419
1555	0.4535	2598.225212
1556	0.4544	2214.239006
1557	0.454	1823.787562
1558	0.4565	2306.136103
1559	0.455	2250.123122
1560	0.455	2197.710529
1561	0.4553	2960.443477
1562	0.4555	4503.34876
1563	0.4563	3216.789481
1564	0.4565	2321.123446
1565	0.4557	4039.722064
1566	0.4563	2305.632796
1567	0.4563	2320.116255
1568	0.4559	3337.808404
1569	0.4563	4038.719117
1570	0.4561	1160.058877
1571	0.457	3336.805205
1572	0.4577	1823.790242
1573	0.4586	1775.856582
1574	0.4575	3294.465654
1575	0.459	3551.712049
1576	0.4608	2312.249126
1577	0.4593	591.952718
1578	0.4599	886.922002
1579	0.4593	3665.703058
1580	0.4595	3779.696059
1581	0.4593	5327.555243
1582	0.4604	1766.978771
1583	0.4586	5328.557735
1584	0.4605	3541.828211
1585	0.4593	1807.846975
1586	0.4599	3542.830655
1587	0.4595	5326.552581
1588	0.4608	1377.834889
1589	0.4607	3153.689872
1590	0.4606	887.92859
1591	0.4608	2755.665113
1592	0.461	3690.075293
1593	0.461	883.488831
1594	0.4616	1606.781582
1595	0.4636	2633.363249
1596	0.4616	1070.60279
1597	0.4616	3056.399773
1598	0.4617	3585.784722
1599	0.4621	3055.39887
1600	0.4626	3180.702401
1601	0.4621	3551.704229
1602	0.4621	3881.893639
1603	0.4623	2506.225029
1604	0.4625	1340.681008
1605	0.464	2153.033025
1606	0.4624	3058.574296
1607	0.4624	3111.528702
1608	0.4626	3121.535125
1609	0.4622	2953.377428
1610	0.4624	3120.532227
1611	0.4627	4337.017008
1612	0.4626	1776.841886
1613	0.4636	2275.045651
1614	0.4629	2169.009695
1615	0.4628	1937.156176
1616	0.4626	2763.296961
1617	0.4625	4338.014865
1618	0.4626	1084.891797
1619	0.4624	1356.676702
1620	0.463	3254.675136
1621	0.4626	1565.791606
1622	0.4626	2751.313799
1623	0.4626	888.420619
1624	0.4629	2721.312661
1625	0.4636	2211.227293
1626	0.4631	1774.922902
1627	0.4632	2522.157444
1628	0.4631	4142.176553
1629	0.4638	1445.791388
1630	0.4634	2838.552557
1631	0.4633	3001.587691
1632	0.4638	1776.087228
1633	0.4634	3370.695255
1634	0.4631	2523.162932
1635	0.4637	2634.360342
1636	0.4631	3552.68733
1637	0.4639	1461.786329
1638	0.4638	1100.618488
1639	0.4639	1498.703137
1640	0.464	1830.889507
1641	0.4638	2891.579262
1642	0.4641	2154.037621
1643	0.4642	3528.801494
1644	0.4648	3930.934752
1645	0.4649	3322.734509
1646	0.4645	3297.48899
1647	0.4649	1927.855132
1648	0.4648	2822.382985
1649	0.4654	1411.725759
1650	0.4649	2176.048741
1651	0.4653	3291.60368
1652	0.4653	3307.601926
1653	0.4647	1107.577331
1654	0.4647	1965.972932
1655	0.4649	2369.180536
1656	0.4657	3336.749035
1657	0.4648	3929.945563
1658	0.4658	3137.610454
1659	0.465	3138.611576
1660	0.4653	3405.596933
1661	0.4656	1112.249479
1662	0.4664	1775.103356
1663	0.4658	3395.830632
1664	0.4668	2283.135327
1665	0.4661	2379.17748
1666	0.4661	591.701181
1667	0.4667	2960.316007
1668	0.4664	3550.20317
1669	0.4674	2959.314688
1670	0.4666	4058.229921
1671	0.467	2283.636249
1672	0.4668	2281.124588
1673	0.4711	1791.764292
1674	0.4674	2300.169732
1675	0.4681	4390.980655
1676	0.4676	2299.13132
1677	0.4687	2313.238278
1678	0.4681	591.701371
1679	0.4681	1377.835687
1680	0.4686	1852.81035
1681	0.4681	2960.315419
1682	0.4687	3354.684403
1683	0.469	2360.125209
1684	0.4689	1445.79196
1685	0.4689	2308.206085
1686	0.4692	3322.495792
1687	0.4704	1398.686124
1688	0.4689	1463.994082
1689	0.4693	3148.532844
1690	0.4693	3323.495333
1691	0.4689	4406.977754
1692	0.4698	1640.849581
1693	0.4695	2865.373166
1694	0.4695	3070.556189
1695	0.4701	1353.778028
1696	0.4697	3463.526252
1697	0.47	3780.852219
1698	0.4693	4405.980544
1699	0.4701	4604.285341
1700	0.47	2275.047215
1701	0.4713	3152.596061
1702	0.4704	1414.681232
1703	0.4769	1549.79611
1704	0.47	2866.374609
1705	0.4711	3835.83272
1706	0.4701	1198.568638
1707	0.4723	1776.087824
1708	0.4711	2317.092207
1709	0.4704	3153.600683
1710	0.4723	3169.593431
1711	0.4714	3205.507074
1712	0.4711	1056.196167
1713	0.4714	2153.033151
1714	0.4714	3168.591547
1715	0.4729	3206.50866
1716	0.4713	788.149792
1717	0.4711	3487.683189
1718	0.4714	592.02961
1719	0.4748	3871.90257
1720	0.4723	1068.502435
1721	0.4769	1563.776242
1722	0.4753	907.483603
1723	0.4748	2300.073151
1724	0.4769	996.585618
1725	0.4743	1738.842578
1726	0.4753	1814.894925
1727	0.478	3099.591161
1728	0.4739	781.888415
1729	0.4796	1581.786655
1730	0.4764	3098.587095
1731	0.4769	5262.884367
1732	0.4817	1713.749687
1733	0.4796	1620.798277
1734	0.4843	856.875398
1735	0.4822	1757.874644
1736	0.4833	878.937129
1737	0.4812	3078.528061
1738	0.4812	3100.595572
1739	0.4817	3533.789687
1740	0.4812	3870.894725
1741	0.4833	790.893418
1742	0.4865	2914.434783
1743	0.4843	4476.192149
1744	0.4843	2540.311563
1745	0.4838	1377.835314
1746	0.4865	1808.040441
1747	0.4838	4477.194108
1748	0.4843	1579.769984
1749	0.4865	3038.541628
1750	0.4915	1814.893149
1751	0.4875	2915.433641
1752	0.4859	1012.846677
1753	0.4875	3031.436754
1754	0.4865	2184.156658
1755	0.491	3422.727826
1756	0.4907	5303.4153
1757	0.4886	1709.861108
1758	0.4891	3504.841425
1759	0.4891	4300.939553
1760	0.4907	5304.422043
1761	0.491	4245.104452
1762	0.4902	4299.93114
1763	0.4908	4359.107789
1764	0.4913	1846.885428
1765	0.4913	2506.261942
1766	0.4914	1867.807112
1767	0.4913	3629.785577
1768	0.4916	604.627932
1769	0.4915	1812.880079
1770	0.4912	3628.782627
1771	0.4913	906.44073
1772	0.4913	4321.15768
1773	0.4913	5443.682182
1774	0.4914	1828.873614
1775	0.4914	1862.878336
1776	0.4916	1861.876988
1777	0.4923	2867.464367
1778	0.4916	1829.881802
1779	0.4923	3819.834104
1780	0.4923	3603.70121
1781	0.4922	3835.83118
1782	0.4919	5134.789135
1783	0.4928	2137.038214
1784	0.4923	3933.828718
1785	0.4922	2868.468242
1786	0.4933	1566.736674
1787	0.4928	2137.539128
1788	0.4929	4274.071306
1789	0.4931	3703.768278
1790	0.4928	2135.026315
1791	0.4928	2152.024304
1792	0.4934	1120.518102
1793	0.4934	1044.490269
1794	0.4934	3133.470351
1795	0.4934	1580.715047
1796	0.4934	1233.601582
1797	0.4942	1619.647744
1798	0.4951	1853.98904
1799	0.4946	614.397411
1800	0.4951	3448.832764
1801	0.4954	2251.0793
1802	0.4959	2275.046383
1803	0.4959	3616.762424
1804	0.5002	5676.672141
1805	0.4968	1814.89488
1806	0.503	3121.614657
1807	0.4968	4382.220785
1808	0.4986	4641.357396
1809	0.4993	1377.836044
1810	0.499	4495.206472
1811	0.4986	1832.91311
1812	0.4993	4830.353042
1813	0.5021	3137.609019
1814	0.5043	3174.526854
1815	0.503	3235.606205
1816	0.5016	3121.46178
1817	0.5021	3175.525206
1818	0.5021	3943.046797
1819	0.5052	3424.785142
1820	0.5034	1691.938149
1821	0.503	3143.594596
1822	0.5025	783.368514
1823	0.5048	3538.77741
1824	0.5066	1261.662371
1825	0.507	2390.302737
1826	0.5066	4172.064257
1827	0.507	1391.022842
1828	0.507	4173.067393
1829	0.507	4246.159363
1830	0.51	2275.045989
1831	0.51	3250.607721
1832	0.5093	2797.411555
1833	0.5093	5594.680467
1834	0.5101	2020.04886
1835	0.5106	2796.407191
1836	0.5102	1742.80625
1837	0.5105	2867.465243
1838	0.5102	4136.066341
1839	0.51	4998.566578
1840	0.5106	2195.218245
1841	0.5107	3422.731071
1842	0.5106	2812.403161
1843	0.51	3421.727286
1844	0.5106	3207.690076
1845	0.5102	4997.562284
1846	0.5103	1816.788807
1847	0.5102	3122.618249
1848	0.5109	4861.462887
1849	0.5107	4860.463776
1850	0.5105	3189.552501
1851	0.511	4194.070387
1852	0.511	3607.825727
1853	0.5106	4072.116849
1854	0.5107	4975.467141
1855	0.5107	1398.201889
1856	0.5113	1758.078743
1857	0.5112	2854.411816
1858	0.5109	4137.065285
1859	0.511	2730.52037
1860	0.5112	3662.78855
1861	0.511	5693.848533
1862	0.5115	5695.838704
1863	0.511	3661.789859
1864	0.5111	1141.24349
1865	0.5132	2275.046968
1866	0.5115	3775.762244
1867	0.5112	5694.857589
1868	0.5113	879.040377
1869	0.5113	1831.894137
1870	0.5118	2659.487458
1871	0.5121	2754.357259
1872	0.5113	3249.582749
1873	0.5116	4176.194714
1874	0.5116	4427.317242
1875	0.5118	3776.747583
1876	0.5129	931.506019
1877	0.5121	1008.819231
1878	0.5121	2578.312201
1879	0.5118	2644.182901
1880	0.5122	3322.566927
1881	0.5121	5141.531902
1882	0.5121	3026.455578
1883	0.5121	4982.539324
1884	0.5128	1553.759829
1885	0.5121	1567.739557
1886	0.5157	2252.145817
1887	0.5119	1661.282301
1888	0.5126	2475.304752
1889	0.5123	2645.184997
1890	0.5123	3096.628847
1891	0.5124	3338.560393
1892	0.5126	2855.38975
1893	0.5124	4485.322175
1894	0.5124	4578.197552
1895	0.5128	1569.755091
1896	0.5125	1955.127634
1897	0.5125	2854.38787
1898	0.5141	1393.724709
1899	0.5126	3246.5358
1900	0.5129	3363.712493
1901	0.5138	3814.939275
1902	0.5126	1115.522057
1903	0.5136	3307.592088
1904	0.5129	3311.719047
1905	0.5128	3815.950706
1906	0.513	4434.165703
1907	0.5143	1446.635184
1908	0.5141	1183.586565
1909	0.5147	2788.451969
1910	0.5143	1280.64058
1911	0.514	2787.447278
1912	0.5138	4433.160676
1913	0.5143	1415.705277
1914	0.515	3645.867855
1915	0.5157	2274.129655
1916	0.5163	1126.511885
1917	0.5157	2250.13578
1918	0.5163	2305.059357
1919	0.5157	4504.297127
1920	0.5159	2252.019515
1921	0.5165	2266.127242
1922	0.516	5199.539941
1923	0.5177	2008.945122
1924	0.517	1553.760472
1925	0.518	2306.203373
1926	0.5179	2024.940011
1927	0.5174	2969.469379
1928	0.5177	4007.964418
1929	0.5177	2023.93407
1930	0.5186	2442.199988
1931	0.5189	2851.468332
1932	0.5179	4323.001014
1933	0.5188	3154.640329
1934	0.5184	4627.335984
1935	0.5184	1818.863068
1936	0.5191	2867.464016
1937	0.5193	2904.382383
1938	0.5192	2883.458792
1939	0.5188	2848.450219
1940	0.5189	2873.451948
1941	0.5191	2905.384355
1942	0.5192	4786.337637
1943	0.5195	1857.902448
1944	0.5192	2900.460587
1945	0.5193	2899.454926
1946	0.5194	4787.336561
1947	0.5195	1999.084499
1948	0.5197	2486.329265
1949	0.5203	2252.150375
1950	0.5207	2516.362922
1951	0.5197	3064.430442
1952	0.5197	3750.884502
1953	0.5197	776.880909
1954	0.5203	1553.760714
1955	0.5197	2081.929017
1956	0.5203	2633.366067
1957	0.5202	2794.392906
1958	0.5203	3078.594559
1959	0.5201	3618.771769
1960	0.52	3282.605759
1961	0.5201	2738.360942
1962	0.5201	3281.598001
1963	0.5201	3619.777499
1964	0.5204	5354.691686
1965	0.5204	1800.793695
1966	0.5207	2569.278692
1967	0.5203	4808.476286
1968	0.5206	2514.352367
1969	0.5204	2533.393655
1970	0.5207	2548.355274
1971	0.5213	2402.219824
1972	0.5206	2512.39431
1973	0.5205	2570.282194
1974	0.5223	849.451263
1975	0.5223	2549.355474
1976	0.5207	2547.345989
1977	0.5208	2587.366852
1978	0.5229	2499.176599
1979	0.5464	1472.851013
1980	0.5213	2500.18208
1981	0.5219	3551.718771
1982	0.5242	1553.76051
1983	0.5266	3154.640648
1984	0.5266	2633.366983
1985	0.5236	3155.646163
1986	0.5272	4007.886208
1987	0.5248	1336.296882
1988	0.5321	1562.79944
1989	0.529	1856.907111
1990	0.5272	5007.485994
1991	0.5297	5070.446622
1992	0.5284	5071.445001
1993	0.5266	2275.0473
1994	0.5266	4845.426414
1995	0.529	1888.896586
1996	0.5303	2778.167062
1997	0.5309	5032.346677
1998	0.5364	5556.860089
1999	0.5315	1579.825362
2000	0.5315	5033.348484
2001	0.5382	5555.871359
2002	0.5382	5572.858823
2003	0.5351	2852.471755
2004	0.5358	4846.446324
2005	0.5364	5557.877781
2006	0.5376	3451.725589
2007	0.5333	3479.642755
2008	0.5419	5573.860184
2009	0.537	5670.861501
2010	0.5358	3589.81337
2011	0.537	4490.223102
2012	0.5351	2487.234425
2013	0.5382	4491.228056
2014	0.537	2778.434992
2015	0.5376	2778.937662
2016	0.5419	1565.78398
2017	0.5406	2476.200279
2018	0.5425	3383.658773
2019	0.54	3709.79345
2020	0.5406	2722.363934
2021	0.5413	3245.673673
2022	0.5413	1854.823286
2023	0.5394	4902.417161
2024	0.543	4903.424403
2025	0.5425	3492.871328
2026	0.5432	3913.843586
2027	0.5425	4300.21999
2028	0.5436	3358.736058
2029	0.543	3619.759248
2030	0.5432	3433.677207
2031	0.5434	4302.224805
2032	0.5464	2162.221442
2033	0.5455	731.45791
2034	0.5468	2374.303603
2035	0.5473	2217.087495
2036	0.5473	1921.040548
2037	0.5473	3677.758986
2038	0.5475	2738.355973
2039	0.5498	3367.662628
2040	0.5507	3383.659054
2041	0.5477	3678.76373
2042	0.55	3481.659901
2043	0.5498	3364.647983
2044	0.5498	3595.651085
2045	0.5498	3389.643239
2046	0.5507	3420.574861
2047	0.5526	2643.486764
2048	0.5504	2163.224289
2049	0.5509	1827.029577
2050	0.5514	2124.026792
2051	0.5526	2659.484964
2052	0.5548	3084.519323
2053	0.5535	3178.559143
2054	0.5532	2797.379049
2055	0.5538	3612.728734
2056	0.5575	2617.367892
2057	0.5557	2124.025822
2058	0.5548	3130.573471
2059	0.5551	1827.029467
2060	0.559	2633.364291
2061	0.5548	3136.611442
2062	0.5563	1966.074153
2063	0.5584	2614.34629
2064	0.5578	2784.270408
2065	0.559	2639.348257
2066	0.5578	2670.27855
2067	0.5578	2617.860601
2068	0.5608	2643.490786
2069	0.5631	2722.363576
2070	0.5617	4089.99919
2071	0.5617	3206.569019
2072	0.5622	4090.986542
2073	0.5622	3469.790704
2074	0.563	2162.222144
2075	0.5624	2789.34177
2076	0.5628	2737.344554
2077	0.5628	1264.824442
2078	0.5633	2006.11946
2079	0.5628	2086.053931
2080	0.5631	2482.221325
2081	0.5628	2739.395674
2082	0.5628	2775.276097
2083	0.5633	2466.225931
2084	0.564	3285.761315
2085	0.5632	2023.148078
2086	0.5634	2028.100204
2087	0.5637	2778.396305
2088	0.5639	2463.251145
2089	0.564	3374.664492
2090	0.564	1102.015821
2091	0.564	2162.22188
2092	0.5639	2643.486937
2093	0.564	3280.556656
2094	0.5643	1764.939862
2095	0.5645	1871.965338
2096	0.5649	2288.189538
2097	0.5646	3162.563788
2098	0.5649	2466.22158
2099	0.5648	3296.586874
2100	0.5647	3793.88565
2101	0.5648	4658.359481
2102	0.5649	4787.127744
2103	0.5647	2834.464974
2104	0.5646	4659.362026
2105	0.5648	4788.125147
2106	0.5647	3161.562603
2107	0.5648	3684.865338
