Mass_Tag_ID	Monoisotopic_Mass	Avg_GANET	High_Peptide_Prophet_Probability	Cnt_GANET
21550	1034.564762	0.3446819	0.999331	4
7996846	1034.631005	0.2753139	0.999845	111
28165811	1034.631005	0.2758166	0.928443	11
15725	1035.578637	0.3558139	0.999989	7
21703	1039.60254	0.1659864	0.991963	2
61974191	1040.53894	0.301791	0.961247	2
14602	1041.581804	0.2333784	1	388
7969636	1043.5552	0.321844	0.999995	95
15719	1043.561069	0.1754057	0.999997	263
26155929	1044.535191	0.3148163	0.999997	6
4199335	1044.535191	0.2365312	0.999994	20
1339	1044.556317	0.1967285	1	510
21851	1045.534465	0.3436495	1	30
31774538	1045.565487	0.1723131	0.026862	3
4199412	1046.476735	0.2243142	1	27
12533	1046.587224	0.190379	1	274
28675874	1047.534856	0.1932644	0.971295	26
38626622	1047.546088	0.1349298	0.999724	2
17100166	1048.399167	0.1598467	0.96324	3
3070	1048.507642	0.216587	0.999999	3
2127	1049.539274	0.3362505	1	25
11092	1050.570907	0.1493962	1	618
21479	1051.460371	0.2717649	1	17
23526	1051.460371	0.2998726	1	170
28300461	1051.512013	0.2735667	1	374
28675588	1052.464351	0.6054209	0.998059	13
21219	1052.561403	0.1695269	1	514
12404	1052.56543	0.3589929	1	894
21194	1053.476677	0.2763002	1	251
6674845	1054.581079	0.3012752	0.955929	1
33341248	1054.602206	0.3983935	1	56
42630747	1055.528711	0.3781045	0.997332	2
7970671	1056.488911	0.2655695	0.999756	25
11153	1056.592702	0.2469133	1	133
28301070	1057.555592	0.3628024	0.999999	68
7996731	1057.556928	0.2634169	0.930015	43
12661477	1059.517099	0.3869964	0.985103	2
7393905	1059.555983	0.3096113	0.999852	6
1115	1059.561346	0.3133085	1	1051
7997866	1060.639258	0.237799	0.971289	21
15713	1061.542644	0.2618786	1	562
7996532	1061.550506	0.3910205	1	139
31781759	1062.487585	0.1527203	0.521446	3
2155	1063.497412	0.4942156	0.996398	9
1163	1063.566155	0.1837662	1	759
13032	1063.588618	0.1179383	1	123
6966154	1063.60254	0.2585061	0.999997	11
7418675	1064.492003	0.2099478	1	21
30062732	1064.499865	0.07883945	0.96803	10
1100	1064.575325	0.3082106	1	773
11277	1064.620251	0.1089376	1	124
23069828	1065.480046	0.3090834	0.86357	70
21503	1065.54542	0.2224327	0.999995	102
22212	1065.575278	0.1802092	0.998128	3
21189	1066.471925	0.3501085	1	19
15770	1066.483157	0.2265251	1	626
60782562	1066.494388	0.4939376	0.992576	1
23407	1066.515515	0.2140684	1	92
17174344	1066.523568	0.3838017	0.99979	11
16790	1066.567157	0.3458439	1	353
1253	1066.613437	0.3304355	1	426
1857	1067.528711	0.4557839	1	13
21208	1067.597454	0.370268	0.999994	24
10903	1068.519933	0.2457193	1	229
8556984	1068.592702	0.1571574	0.999517	12
38624971	1068.701856	0.4000403	0.710074	1
21695	1069.551565	0.1931154	0.999755	12
11586	1069.649488	0.2549727	1	875
8640286	1070.547004	0.4014079	0.999991	90
46674961	1070.587224	0.4532798	0.992927	13
30067938	1070.608351	0.2591721	0.318731	6
1475	1071.534856	0.2987071	1	613
29461614	1071.550114	0.3935201	0.999984	23
12167	1072.551231	0.3827484	1	363
15739	1073.532748	0.3242075	1	42
30572779	1074.472985	0.3885042	1	15
1103	1075.55626	0.295059	1	120
10989	1076.525019	0.285185	1	90
4168243	1076.597788	0.4368576	0.999086	28
12953	1077.549446	0.4866427	0.999948	1
15291	1077.567883	0.1145181	1	28
26156686	1077.648048	0.2911134	0.999958	107
4207948	1078.504283	0.1917273	0.998867	7
23710	1078.588284	0.2852878	1	355
4207985	1079.608685	0.1436439	0.940966	6
12394	1080.530698	0.1692466	1	142
1246	1080.545086	0.2165296	1	296
1293	1082.514455	0.3255156	1	849
12310	1082.539608	0.3221049	0.999984	100
12091	1082.587224	0.2696489	0.999978	138
4208045	1082.608351	0.2772069	1	444
15227	1082.669889	0.2156258	0.999983	32
31418459	1082.706273	0.4357177	0.997595	1
21293	1084.602874	0.2552779	0.999981	44
29461222	1084.635232	0.2671811	0.866237	29
15224	1085.553875	0.1735295	1	725
21490	1085.648428	0.4487909	1	5
18539	1086.498138	0.209958	0.991893	70
7117205	1086.618523	0.298256	0.999997	60
7996275	1087.587282	0.3043162	0.970411	9
7970857	1089.523636	0.1760533	1	44
21579	1089.567883	0.169426	0.999999	4
23069684	1090.577053	0.5430017	0.994039	27
7997437	1090.586948	0.2471647	0.999976	78
21896	1090.588284	0.2515314	0.995782	7
7997008	1090.613437	0.3164584	0.927825	4
9689	1091.495505	0.0953073	1	150
17412	1091.561069	0.3228886	0.998059	25
31419631	1091.586222	0.7385136	0.998847	5
29461047	1091.594763	0.1271178	0.999348	10
4208278	1091.622607	0.3509751	1	558
29460680	1093.562987	0.4249085	0.999938	2
23871	1093.601872	0.2772621	1	243
28625349	1094.539608	0.2312043	0.996607	1
12636	1094.587224	0.4022839	1	224
29258415	1095.498472	0.1277979	1	247
30068351	1095.571241	0.3586121	0.987057	2
21858	1095.596394	0.3325996	0.999981	2
11956	1096.497746	0.2936007	1	884
28302722	1096.500925	0.2220346	0.990184	70
29259218	1096.522242	0.2669253	0.999999	33
21976	1097.521517	0.4378965	1	67
30572377	1097.550506	0.2646903	0.999617	11
1178	1098.498138	0.2284385	1	370
14510	1098.502843	0.2422672	1	153
1118	1098.545754	0.2928118	1	511
4207718	1098.578112	0.1880733	1	41
24314	1099.521908	0.2707251	0.999423	21
1148	1099.57336	0.1501593	1	653
23071948	1100.452249	0.4064915	1	20
9665798	1100.546145	0.2083309	0.969921	7
17163	1100.576661	0.3670439	1	300
14274	1100.618915	0.450752	0.998263	109
9296	1100.618915	0.1519761	0.999999	105
38623940	1100.644068	0.3122334	0.999976	18
60782489	1102.565821	0.5654715	0.996117	10
24193	1102.623332	0.2744136	0.80588	2
22734	1103.64507	0.2967442	0.999724	6
23747	1105.565487	0.3016371	1	147
11454	1106.583198	0.2324685	0.999997	443
12123	1106.633504	0.1902413	1	188
21525	1107.571241	0.2285421	0.999947	16
31397080	1107.610995	0.3555666	0.539034	16
62407743	1108.508978	0.419115	0.99845	5
22666	1108.587616	0.1715556	0.999644	3
21723	1108.614105	0.2467388	0.999966	441
1772	1109.575659	0.4233493	0.998827	50
7997751	1109.623275	0.3493454	1	64
2036	1110.534522	0.3722065	0.999579	8
31418475	1115.593427	0.3868945	0.998813	29
7997530	1115.618581	0.2511505	0.999969	7
21476	1116.549112	0.4684166	1	8
15705	1116.556317	0.2548048	1	579
12902	1118.55084	0.2564819	0.999996	1
31419286	1119.595737	0.2696354	0.999007	12
2529	1120.518873	0.4746879	1	150
23490	1120.526078	0.327478	1	156
15144	1121.571633	0.3024503	1	712
31419475	1122.497481	0.317849	0.997404	2
43170242	1122.534522	0.3619934	0.959483	2
16455	1122.610661	0.3760169	1	142
2034	1124.728068	0.3955594	1	6
