Mass_Tag_ID	Monoisotopic_Mass	Avg_GANET	High_Peptide_Prophet_Probability	Cnt_GANET
21177	1654.80712	0.422559	0.999998	20
8227882	1656.785515	0.2809902	1	7
43171822	1656.898695	0.418722	0.883874	16
7997581	1657.754274	0.3983905	0.999578	17
13393	1657.776927	0.3887881	1	715
12898	1657.893943	0.3965018	0.999866	1
30063301	1658.858675	0.2676742	0.719099	32
4207964	1658.873933	0.209393	1	52
23340	1658.889191	0.3869521	0.82966	28
29037211	1658.902456	0.2837892	0.872443	87
23393	1659.807644	0.2184423	1	188
43831923	1659.884439	0.3181866	0.921666	2
15268	1660.845993	0.3037624	1	797
28300993	1660.966378	0.3683067	0.998456	21
7997119	1661.898752	0.3633503	0.694682	8
31418649	1661.91401	0.3565474	0.294873	5
31419611	1662.019138	0.4558085	0.999992	78
31396770	1662.789552	0.2083992	0.999996	6
21157	1662.832463	0.3591899	1	157
39897823	1662.846384	0.3757831	0.527583	3
62316601	1663.936865	0.3676985	0.714668	1
30067060	1663.962018	0.4844919	0.121631	5
18338	1664.680981	0.3846786	0.99999	320
31777303	1664.90965	0.4143789	0.998393	2
21190	1665.811002	0.3416463	0.995583	13
1291	1665.811002	0.2947505	1	5
7997871	1665.828293	0.3678283	0.299394	58
24605	1665.832129	0.2554618	0.966382	3
21170	1665.840182	0.4082879	1	622
30062704	1665.84336	0.2696545	0.570906	2
1761	1666.805784	0.475737	1	253
60782250	1667.881663	0.3030196	0.880106	5
30068357	1668.796937	0.4015166	0.575993	5
4207961	1668.887463	0.6058178	1	457
1643	1668.93508	0.3969073	1	1045
30068840	1669.773558	0.3698966	0.103145	2
29259588	1669.940223	0.4504009	0.147571	11
30572352	1670.883829	0.3412073	0.059924	3
26157592	1671.82877	0.1888087	0.999821	3
18445	1672.772567	0.2877606	0.993987	82
29461242	1672.791851	0.380733	0.976487	10
29461891	1672.841967	0.2714641	0.476895	54
8089	1674.793579	0.3944723	0.999938	5
12529	1674.906568	0.3158638	1	83
23730	1675.85689	0.338269	0.999999	25
26156689	1675.871491	0.322725	0.849734	5
24500	1676.855508	0.3371375	0.999673	2
14199	1677.857282	0.3472227	1	738
17220628	1677.87254	0.508581	0.977126	15
30063299	1677.88714	0.3819716	0.528243	4
15083	1677.893666	0.2727621	1	65
4200130	1678.875184	0.6115516	0.999791	157
24115	1679.807558	0.4762786	1	255
15140	1679.924574	0.4044586	1	20
21458	1680.869515	0.1995339	1	134
21681	1680.940948	0.3368755	0.999961	4
51042666	1681.883391	0.2381945	0.992044	3
7996842	1681.96135	0.4497709	0.84391	31
51438566	1682.858675	0.3179787	0.99617	3
31395011	1682.866071	0.3027129	0.987071	4
11936	1684.95112	0.4354236	1	465
11971	1685.012658	0.3732845	0.999996	113
12403	1685.819457	0.3543377	1	90
1335	1686.832463	0.3329077	1	1027
8369	1686.962743	0.2654201	0.990724	3
1350	1687.845002	0.3718513	0.999998	10
29259005	1688.758455	0.248076	1	44
11074	1688.878628	0.4002594	1	984
1426	1689.828293	0.5201636	0.999964	42
11265	1689.977667	0.324036	1	820
14626	1690.936531	0.2507742	1	74
31318412	1691.841252	0.3049959	0.973551	41
22130	1691.884163	0.345757	0.999977	27
3083	1691.934469	0.5099581	1	243
17036	1692.814037	0.3343782	0.988285	7
2911073	1692.904564	0.3959626	0.995242	18
23842	1692.966102	0.4315634	0.999994	25
28675958	1693.707527	0.3476519	0.823667	9
21162	1693.809942	0.3093902	1	94
18220	1693.919775	0.3011728	1	11
31419932	1693.995235	0.3660856	0.190069	1
21569	1694.858675	0.263279	0.999992	5
31317456	1696.779962	0.2629966	0.999873	9
28675878	1696.878351	0.4066211	1	26
23070567	1696.879221	0.4530607	1	14
11047	1696.885556	0.2317619	1	270
3092419	1696.918105	0.2692626	0.999957	3
11261	1697.80083	0.2136393	1	933
7107276	1698.89737	0.4737541	0.999991	14
7996818	1698.905232	0.2047524	0.430669	5
20287	1698.923859	0.4146879	0.999999	33
2910714	1699.779628	0.3105317	1	13
16607	1701.84423	0.2279551	0.0926454	10
7996843	1701.868513	0.3690273	0.270812	22
31319116	1701.87254	0.6144708	1	26
7997858	1702.867788	0.2817664	0.221294	15
7997007	1702.925299	0.2798378	0.990372	28
24505	1703.894928	0.3626921	0.111515	3
24504	1703.956932	0.3171466	0.999854	3
13385	1704.853791	0.2781909	1	847
42630455	1704.893332	0.581815	0.999722	6
21517	1705.80458	0.3147946	1	435
21590	1705.882054	0.4669326	0.99997	3
7996353	1706.764779	0.3269915	1	17
21475	1706.862702	0.3738402	0.999995	4
10932	1707.785181	0.3601657	0.563021	2
17270	1708.808951	0.2808929	1	14
22068	1708.889583	0.3140118	0.999984	3
15195	1708.90484	0.3398652	1	715
7997095	1709.786908	0.366286	0.997876	8
72891895	1709.825983	0.2779492	0.301323	2
31396398	1709.859868	0.4913558	1	87
28675658	1712.760955	0.4015017	0.999999	40
32029150	1713.84336	0.2162192	0.999768	15
31320449	1713.861308	0.3585222	0.0449905	3
38626909	1714.853866	0.1657177	0.322192	2
11073	1714.888915	0.2712949	1	920
19639	1715.794972	0.2665969	1	83
30574179	1715.808894	0.3199734	0.891291	8
31318074	1715.830021	0.1781788	0.992459	6
42630244	1715.839916	0.2170234	0.99985	7
31418913	1715.935805	0.3520337	0.997759	5
4207969	1716.788884	0.2167321	1	61
28301995	1717.841643	0.2639562	0.533402	5
24261	1717.911043	0.3294954	1	5
28301515	1717.950797	0.1850293	0.704549	178
72891894	1718.815086	0.5030903	0.999863	5
31418341	1718.931445	0.3030098	0.124674	3
31318692	1719.762718	0.4117268	0.117822	6
4197725	1720.761335	0.3096125	0.954952	2
4207963	1720.95112	0.5860634	1	158
31774298	1721.811595	0.3418128	0.995016	12
7686711	1721.905957	0.1706804	1	135
22506	1721.921215	0.395936	0.996923	24
62785682	1721.993984	0.1955819	0.789195	2
4198221	1722.836489	0.4824186	0.989981	5
11077	1723.957991	0.2545924	1	229
30065977	1725.962409	0.2996414	0.741245	2
17174302	1726.689234	0.441465	0.997526	2
72892826	1728.871549	0.2260254	1	2
30062094	1728.872206	0.4880636	0.999927	13
7997639	1728.876232	0.3918021	0.998366	217
13259	1728.970128	0.5136366	0.999997	48
1785	1730.845601	0.4836322	0.983056	2
21537	1730.862702	0.2869574	0.997281	5
29259255	1731.806307	0.289064	0.986832	13
4207828	1731.894334	0.2392391	1	611
24502	1733.919879	0.3214406	0.999997	4
23709	1733.942342	0.2907716	1	18
10189488	1734.749798	0.3217243	0.191063	5
1569	1736.895728	0.3225608	1	17
33341144	1737.791908	0.4794557	0.999454	2
2910720	1737.80314	0.3534059	1	2
28301518	1737.864487	0.1890069	0.96122	220
31396316	1738.889784	0.3310138	0.96135	31
19156	1739.019195	0.5118663	1	13
7395805	1739.698213	0.163372	1	14
12895	1739.826651	0.3878379	1	2
19235	1739.97219	0.3596441	0.991867	35
7395589	1740.741077	0.3063212	0.999984	43
31187757	1740.812004	0.4009465	0.999161	3
31774883	1740.847053	0.3336605	0.0957042	8
28300507	1741.853066	0.335091	0.9999	62
1094	1741.88858	0.4316088	1	988
7997814	1743.888972	0.5656427	0.861629	3
11270	1747.024281	0.2235361	1	110
22876	1748.883161	0.3670655	0.99996	10
1240	1749.835498	0.3390437	1	236
11027	1749.966436	0.307622	1	235
12571049	1750.819324	0.5026159	0.99999	9
20075	1750.874993	0.3703093	0.999968	6
51428117	1750.907542	0.247828	1	18
15225	1750.965053	0.5583525	0.999994	7
2122	1751.020531	0.3126516	0.999864	2
15207	1751.891558	0.5280628	1	36
8028	1752.827768	0.2853834	1	10
34781647	1752.864153	0.3531743	0.983488	10
60781861	1752.934422	0.2746233	0.172182	2
28301102	1752.940948	0.2892613	0.966543	23
30062525	1753.733147	0.3638819	0.999987	12
43832114	1753.856222	0.4714258	0.58666	2
21474	1754.829687	0.3234537	1	4
43171142	1754.963803	0.3543867	0.034014	3
2273	1755.726546	0.3028208	0.999998	4
1285	1755.806307	0.3471026	1	26
1063	1756.853198	0.3940265	1	694
15689	1756.853198	0.3165819	1	799
31321117	1756.979452	0.347524	0.944865	5
4207962	1757.873599	0.4794143	1	468
1019	1757.898095	0.370751	1	634
15978	1758.774951	0.3760009	0.999955	88
62023431	1758.922332	0.231827	0.995497	3
30065999	1758.96677	0.3174459	0.949884	52
29259535	1759.779628	0.3922269	0.984863	5
11070	1759.885222	0.2598509	1	539
17561	1759.932838	0.5331753	0.956982	38
32029173	1760.826985	0.3952343	0.476417	4
1365	1760.865403	0.5178623	0.999999	50
4168059	1760.906493	0.3985414	0.681678	6
17542	1760.978393	0.2522245	0.934791	9
11601	1761.962409	0.4911145	0.995525	4
31775343	1762.119179	0.363618	0.859386	5
1406	1762.795019	0.3998861	1	1031
44388746	1763.843752	0.2566312	0.369118	4
32743466	1763.94051	0.3160625	0.703268	4
31319137	1764.831795	0.3333527	1	29
29257773	1764.940948	0.5638812	1	191
31779529	1764.95218	0.2550632	0.998405	6
11658	1764.963411	0.3682633	1	440
21568	1765.88858	0.4313463	1	341
30573372	1766.751555	0.4943302	0.99972	1
28300195	1766.979061	0.4616069	1	406
15955	1767.791919	0.362518	0.999957	247
10894	1767.853923	0.2978847	1	746
17276	1767.897237	0.5716073	1	7
31396829	1767.952525	0.284952	0.52718	5
21405399	1768.758836	0.4014632	1	58
23069837	1769.82149	0.3701649	0.999103	2
69998042	1769.93448	0.4030127	0.205922	2
7997113	1770.842358	0.400346	0.276947	3
39896693	1770.894679	0.2828129	0.0126498	3
30068651	1770.98137	0.3199413	0.962677	9
28300608	1771.046744	0.2946025	0.999988	86
7903177	1771.920271	0.3298468	0.492023	5
7970042	1772.829019	0.4495938	0.194975	11
23583	1772.870109	0.3872187	0.562783	4
1000	1772.891702	0.2185326	1	867
30062079	1772.916855	0.356941	0.906604	3
8620606	1773.828102	0.4559106	2.70E-05	4
28302809	1773.904898	0.379733	0.9821	3
21988	1774.994042	0.3232401	0.999999	19
1072	1775.103196	0.4601486	1	993
23186	1775.916521	0.3527076	0.554252	2
38624041	1775.952905	0.4661055	0.331829	5
29258909	1776.756526	0.354785	0.584867	3
14286	1776.883437	0.4541281	0.999843	525
4202109	1776.889306	0.4442382	0.98149	55
1165	1777.046076	0.4651397	0.996871	539
7996602	1777.762326	0.4514765	0.86639	81
34430374	1777.805916	0.3560143	0.877923	16
20359	1777.874192	0.4594035	1	149
7996904	1777.899812	0.3806102	0.127042	9
7918311	1778.879802	0.2537393	1	159
28302678	1778.952571	0.3440052	0.99809	12
32027581	1779.861319	0.3845014	1	5
12007	1780.92531	0.3218646	1	129
21478	1781.992648	0.4356611	0.999999	4
72892613	1783.753606	0.167958	1	1
30062406	1783.797386	0.5359595	0.999998	9
11149	1785.871692	0.1561648	1	217
1009	1786.725619	0.3818292	1	728
1055	1786.919937	0.3335955	1	564
29461888	1788.14606	0.3990102	0.0992297	7
11432	1790.008966	0.4625142	0.999968	116
9677	1790.720342	0.1409796	1	57
43832139	1790.868571	0.2991362	1	4
21489	1790.963803	0.2636553	0.999997	13
1175	1790.977724	0.2821174	0.999996	231
21343	1791.864689	0.3146181	0.999997	52
55774486	1792.010227	0.3137394	0.99992	3
1021	1792.877228	0.5181435	1	5
7997027	1792.914079	0.412784	0.949817	15
44474643	1793.821957	0.2329949	0.996302	4
34780456	1793.892226	0.4643653	0.926274	2
21171	1793.935137	0.3814321	1	49
4198278	1795.031486	0.2921948	1	14
29460677	1795.841845	0.3639514	0.880543	9
68518757	1795.932838	0.1975644	0.999875	3
11979	1795.959327	0.3270494	1	93
21156	1795.965387	0.5027267	0.999997	4
8358800	1796.004271	0.436745	0.99956	4
19161	1796.078376	0.265766	0.755949	14
1015	1796.818932	0.2481031	1	50
19959	1796.963135	0.4783984	0.835362	40
9305	1797.030035	0.3771607	1	844
4204692	1799.022564	0.3338811	1	161
7996759	1799.0264	0.3517727	0.117711	4
14211	1799.978059	0.4292512	1	172
23019553	1799.98929	0.3270224	0.998504	2
11661	1800.014443	0.3684767	1	789
21982	1801.899812	0.3853823	0.999247	31
23070276	1801.950797	0.3879353	0.375275	27
7996992	1802.888534	0.295594	0.999943	20
31777289	1802.953907	0.3783237	0.102796	3
22315	1803.001523	0.2999697	1	14
29258997	1803.785393	0.2766018	1	85
31779439	1803.87505	0.280715	0.784595	5
31780118	1803.911435	0.2163753	0.958081	6
43170314	1804.863093	0.4323192	0.527064	2
34703721	1804.935862	0.3503638	0.980489	6
30064355	1805.835221	0.359765	0.982243	54
15717	1805.9747	0.2593403	1	7
31419964	1805.982753	0.3492598	0.06065	2
15294	1806.962743	0.4361271	0.599263	40
12765108	1807.885222	0.4386708	0.681072	16
21557	1807.914402	0.376765	0.999572	3
21705	1807.924976	0.3879606	0.918802	47
7996742	1807.957991	0.4811626	0.938499	98
1558	1808.832854	0.3585897	0.794035	6
31781355	1808.901597	0.325667	0.32871	7
7997100	1808.945377	0.404949	0.603458	4
21966	1808.964471	0.2017473	1	91
30067544	1809.856625	0.3148625	0.682862	18
11775	1810.002163	0.2678446	1	191
11068	1811.005273	0.2567882	1	127
28300196	1811.829364	0.3850122	1	24
7996936	1811.849114	0.4009517	0.999997	15
29258636	1811.851147	0.2650231	0.999689	26
23378	1811.981428	0.5169445	0.999958	7
16296	1812.010417	0.3611283	0.992529	3
4198124	1812.856291	0.3218338	0.937281	20
17100241	1812.886616	0.4180112	0.279313	2
50330664	1812.930396	0.4550437	0.90436	2
7997022	1813.009691	0.3743937	0.939649	3
15681	1813.107613	0.3743854	1	46
28301548	1814.044693	0.5777023	0.652566	24
1016	1814.89506	0.4803392	1	898
30574216	1814.956598	0.5230342	0.981467	11
29259198	1815.943793	0.5051694	0.999654	137
26158355	1816.009357	0.5195035	0.690098	8
21224	1816.877694	0.3313701	0.999999	5
7997074	1817.786442	0.4070937	0.892785	15
57922494	1817.848446	0.3674483	0.588547	3
22815	1817.898095	0.4582402	0.952758	32
30573188	1818.995101	0.3579358	0.893064	5
30573041	1819.010359	0.4611921	0.99852	5
7970843	1819.031486	0.2383441	0.469716	8
21515	1820.97053	0.5468619	1	31
14592	1821.973641	0.3067235	0.999999	13
28302882	1822.008689	0.4293973	0.999999	54
34781204	1822.09019	0.4343293	0.950184	6
1778	1822.892284	0.3365392	1	103
29258941	1822.902858	0.3188941	0.99771	58
3541	1822.906885	0.4859062	0.998393	12
23727	1822.925299	0.3472674	1	19
29258957	1823.078042	0.3062431	0.0475215	58
43831545	1823.937648	0.4741807	0.995175	4
30062842	1823.978059	0.3649355	0.695663	22
30572532	1824.842369	0.2117358	0.922051	2
4207684	1824.936922	0.3562885	1	47
30067939	1825.046076	0.3391239	0.00764433	4
30067248	1825.053281	0.3794408	0.641673	25
16127	1825.744378	0.446086	0.968149	333
11370	1825.895785	0.2085047	1	936
23474	1825.921808	0.4506563	0.999991	21
29568345	1826.891034	0.4009095	0.863073	3
31397096	1826.900929	0.4566363	0.829376	17
31396164	1827.055199	0.4769642	0.185972	11
15269	1827.095419	0.4044852	0.999991	14
31778165	1827.991409	0.2093764	0.00401125	6
1284	1828.935205	0.4217371	1	411
1410	1829.850479	0.3907317	1	582
33342869	1829.901931	0.4423629	0.500503	3
23069858	1829.915853	0.4638551	0.998985	208
28676076	1830.874716	0.431323	0.0921589	2
28300835	1830.907074	0.2320077	0.367572	8
31418935	1831.899144	0.5379477	1	23
7996378	1831.942733	0.3729068	0.0402289	6
9282	1832.884497	0.352491	1	35
7996364	1832.948747	0.2801471	0.99923	14
28676077	1833.940625	0.417126	0.999773	2
1037	1834.833246	0.1990061	1	3
31779646	1834.906015	0.3083075	0.999757	2
31777878	1835.87611	0.3584865	0.704395	2
28300551	1835.974032	0.3551446	1	91
7969692	1836.025675	0.3354436	0.999999	11
15437	1836.903907	0.3386109	0.99983	110
7393734	1836.958049	0.329169	0.998403	10
15192	1836.999796	0.3274395	1	379
31774864	1837.067202	0.3225199	0.573388	3
31320086	1837.724628	0.319861	0.609192	2
7997872	1837.907017	0.4037337	1	2
30062670	1838.839582	0.4997179	1	14
31775214	1838.971198	0.3793932	0.945607	2
11059	1839.915461	0.3772289	1	256
11534	1841.052221	0.4426819	0.999999	122
30068186	1841.911826	0.4043194	0.960704	27
44389047	1842.895843	0.3899834	0.823573	5
60502759	1842.933564	0.319595	0.999988	6
32744174	1843.004997	0.4221874	0.801686	27
15150	1844.022898	0.430869	0.99998	44
12390	1845.93592	0.3716119	1	37
38626140	1846.669484	0.3299079	0.704475	2
26158173	1846.865795	0.4145536	0.862634	50
41478975	1846.892963	0.3053617	0.974449	2
30064627	1847.952905	0.3589498	0.896949	7
31319574	1847.992659	0.3737116	0.0466355	4
14555	1848.903907	0.3372315	1	52
23070013	1848.958049	0.4033978	1	58
31318750	1849.01306	0.3700306	0.0134814	12
1759	1849.89195	0.4027801	1	91
29257984	1849.905681	0.3699552	0.139008	37
7416493	1850.919556	0.3709	1	6
2910601	1852.834783	0.2859403	1	8
31779051	1852.896788	0.3385199	0.951758	2
1069	1852.954299	0.2167776	1	927
11659	1852.956989	0.4172018	1	923
34782039	1852.986657	0.2394907	0.997443	4
1644	1853.029758	0.4466829	0.999982	2
30064014	1853.095811	0.2893807	0.899473	14
2911728	1853.847789	0.2123345	1	8
22303	1854.951512	0.3856113	1	5
21482	1855.902513	0.524974	0.999999	6
7997705	1856.879134	0.2928212	0.526495	3
11972	1856.966504	0.2165124	1	225
7970257	1857.010751	0.2918501	0.851075	3
15082	1857.921998	0.2767409	1	30
13293	1857.93323	0.271923	1	12
16409	1857.957047	0.3289138	0.0721442	4
1296	1857.958383	0.4175924	1	1005
17268	1857.973641	0.4041559	1	7
23070317	1858.005999	0.3856218	0.204204	2
28301513	1858.900146	0.5043043	0.982806	26
1035	1859.912685	0.5312001	0.999998	11
11657	1862.014835	0.3040443	1	146
7996729	1862.981094	0.4159631	0.954251	224
21444	1863.050494	0.38734	1	2
30572805	1863.893677	0.4851007	1	20
22243	1865.828505	0.298918	0.69709	18
4208271	1865.886864	0.478247	1	216
28302729	1866.98474	0.4855436	0.920485	79
4199716	1867.760811	0.2567959	0.999999	5
31781043	1867.921607	0.242962	0.245778	7
15948	1867.938898	0.6428839	0.999513	9
29258994	1867.94676	0.3766579	0.999999	9
29259282	1867.956655	0.5946156	0.177356	3
29259581	1868.047861	0.5844403	0.891086	16
46674064	1868.887675	0.3187481	0.162776	3
18949	1869.002889	0.4107142	1	359
6998963	1869.002889	0.5562118	1	41
15679	1869.133826	0.4406584	1	22
7997056	1874.015514	0.3966128	0.832301	37
14784	1874.062451	0.3037133	0.999997	557
7996968	1874.850813	0.3821971	0.995273	286
42630613	1874.887855	0.538352	0.931263	5
1155	1874.908325	0.4695864	1	290
30063469	1874.949415	0.4781073	0.937572	20
30062583	1874.966493	0.3520699	0.813087	9
29037220	1876.016562	0.4159759	0.869492	4
7997774	1876.039216	0.5070899	1	375
1706	1876.989347	0.2789625	1	2
34780961	1877.807378	0.1680059	0.640618	2
25291997	1878.803283	0.413143	0.957284	5
19470	1878.932228	0.3317334	0.995532	3
30062357	1878.93759	0.2963375	0.526966	40
23069881	1879.765707	0.3357033	1	393
23069875	1879.80796	0.355855	1	651
17986	1880.059092	0.3331674	0.509262	4
15425	1881.883114	0.2544077	0.989196	2
2910546	1881.911446	0.2099121	1	21
26156232	1881.980846	0.305701	0.940843	2
30065538	1883.864878	0.3576588	0.963128	5
29258965	1883.912028	0.6238895	0.637988	37
9286	1884.014443	0.5977756	1	813
14197	1885.895785	0.3432055	1	789
31419593	1886.058424	0.3868435	0.432104	3
7996296	1886.06313	0.4226449	0.105558	8
18143	1886.949881	0.3426192	0.999121	73
33343112	1887.032545	0.3490039	0.733901	5
22096	1887.119236	0.2072024	0.989549	4
1763	1887.919488	0.4423526	1	771
8521	1887.979711	0.473606	0.956113	3
19493	1887.987573	0.4248543	1	346
11061	1888.016562	0.3237198	1	127
23070143	1888.767883	0.1783039	1	408
26157653	1888.896788	0.2767121	0.999997	18
21158	1889.000579	0.3588016	1	804
4197724	1889.79568	0.2980714	1	221
72892825	1889.936979	0.3094127	0.999986	3
1065	1889.967495	0.5638494	1	812
38626494	1890.039607	0.4234648	0.932442	3
7997641	1890.889974	0.4041049	0.412757	9
22774	1891.909718	0.2599008	0.994575	4
23070332	1892.977735	0.3882567	0.924104	12
17264	1893.024672	0.4190473	1	503
21450	1893.035904	0.4146388	1	4
17174278	1893.951857	0.4073912	0.998898	4
15200	1893.965779	0.5700505	1	36
7996551	1894.910041	0.4395178	0.977407	10
7996722	1894.928478	0.3162824	0.242803	5
2911226	1895.966827	0.4268186	0.99287	11
30065824	1896.054006	0.3099816	0.837484	3
31318698	1898.810212	0.2685622	0.429458	3
4947	1898.875966	0.4762582	0.397157	4
8545792	1898.898239	0.470483	0.596667	9
65226022	1899.006926	0.5196443	0.255565	4
38626352	1899.076326	0.3720805	0.989996	5
31781203	1900.020589	0.3483983	0.470011	4
1298	1900.956332	0.3562352	1	345
23454	1900.986657	0.2456205	0.967815	2
17355	1901.01181	0.3521782	0.999988	7
31395744	1901.9078	0.273513	0.865509	3
53932947	1901.934289	0.2114659	1	23
62316525	1902.010618	0.3660464	0	1
15111	1903.053949	0.306833	1	63
11485	1903.961361	0.4474027	1	392
44474809	1903.967887	0.2990842	0.137707	2
26157099	1904.109399	0.3419152	0.398822	7
61797140	1904.833067	0.3258854	0.276089	2
7996952	1905.998137	0.4408019	0.454079	4
31320008	1907.051553	0.5163455	0.716362	63
30065523	1908.002555	0.5703493	0.998818	52
28302691	1908.950187	0.4979837	0.641021	19
18497	1910.897772	0.366859	0.999999	10
34704530	1910.901799	0.390939	1	4
34780378	1910.908325	0.3450132	0.741509	5
21198	1910.916187	0.4199947	1	5
7996917	1912.896788	0.4099824	0.999997	4
44389057	1912.985321	0.2888146	0.456971	3
22055990	1914.047469	0.4184101	0.996038	5
9428118	1915.016228	0.36382	0.999973	1
3390	1915.925633	0.4594898	0.999999	16
12073	1916.037965	0.3827305	1	85
23070039	1917.035904	0.520376	0.998308	1
21473	1917.057031	0.298693	1	22
11981	1917.082184	0.5450597	1	19
31780815	1917.902905	0.3675766	0.629914	3
22100	1918.815488	0.3490501	0.764149	13
31397069	1919.955618	0.3615733	0.114671	4
1060	1920.010417	0.5274339	1	105
30067432	1920.903907	0.4497153	0.297407	5
29258982	1920.935799	0.4633004	0.991926	83
62569997	1920.96928	0.4218853	0.543607	3
31394104	1921.005665	0.4536133	0.925252	9
17083	1921.042049	0.5485958	1	11
1559	1922.927418	0.4075529	0.472612	2
31780367	1925.070658	0.3061125	0.0824139	2
24142	1928.036629	0.4300507	1	200
10929890	1928.959108	0.3869723	0.212059	7
20132	1929.94783	0.2289504	0.99999	43
24569	1931.051087	0.7838688	1	503
29258929	1931.193065	0.5213147	0.86477	3
30066995	1931.829364	0.4099848	0.34297	5
12675	1932.017622	0.3880164	0.998875	9
31776612	1932.88009	0.3635847	0.040704	2
21154	1932.977355	0.4122848	0.999998	11
15322	1933.042049	0.3843252	0.999999	48
31776537	1934.033271	0.3970382	0.0986228	3
31319411	1934.044693	0.4123793	0.451251	2
11069	1936.009357	0.3472499	1	993
31779833	1936.215776	0.3451269	0.981405	9
32028774	1937.021706	0.3400417	0.206779	4
20301	1938.010428	0.1623306	1	13
23398	1938.979844	0.4100608	1	184
61339360	1939.104255	0.5996337	0.519934	3
6853	1939.782616	0.2115467	0.968325	7
11921	1939.927476	0.3678221	0.999998	357
8223917	1940.102873	0.477957	0.999894	7
30062402	1940.105372	0.4567462	0.626128	16
31778796	1940.962668	0.6410231	0.0238565	2
8475128	1940.980235	0.490202	0.584301	5
68518881	1941.877752	0.4586949	0.747647	2
10929918	1942.019263	0.4081193	1	528
13044	1942.880862	0.4345897	0.88796	14
1070	1943.013832	0.4253996	1	598
13536	1944.824421	0.2672904	0.872443	24
34782463	1944.968623	0.3775502	0.320154	4
7997809	1946.119962	0.4316137	0.874215	3
11017	1946.983593	0.3713733	1	238
28300370	1947.941293	0.4654624	1	26
28301490	1947.943793	0.2319839	0.991223	21
23070291	1948.962858	0.6799185	0.79667	7
33341273	1949.05809	0.3967901	0.999967	5
21684	1949.737108	0.2054701	0.999863	32
1343	1949.95158	0.3396792	1	97
15783	1949.987965	0.3077882	0.999998	14
23070545	1950.034902	0.7084273	0.268021	15
29257850	1950.06476	0.3377635	0.999731	19
1146	1951.051277	0.4336926	1	210
5572	1951.949472	0.5328945	0.323887	5
21151	1952.066488	0.5432223	0.999996	6
38626889	1952.94472	0.3062934	0.150521	3
31782207	1952.984261	0.4501448	0.793224	3
38624247	1952.999519	0.3812319	0.461725	3
4207683	1953.980379	0.4531248	0.999999	29
1130	1954.077432	0.4413163	1	49
1780	1954.952295	0.3897144	1	23
72892612	1955.802005	0.1679827	1	5
10553409	1955.979901	0.5118076	0.223926	2
31319509	1957.945435	0.3713507	0.999874	5
28300064	1958.814238	0.2892489	1	8
26158166	1958.955941	0.3378528	0.0252316	4
38626420	1958.981094	0.5578698	1	18
2910719	1961.940349	0.3085196	1	19
11986	1962.030875	0.3563217	1	406
7997030	1962.118902	0.3618023	0.999816	15
7969592	1965.946494	0.3361218	0.893726	2
29257818	1966.004663	0.4817795	0.98687	25
11043	1966.073405	0.5574088	1	320
39897215	1966.829219	0.2471929	0.993502	3
1725	1966.934537	0.4838513	1	402
4201571	1968.973307	0.3808678	0.991643	9
24525	1973.000579	0.3398753	0.920598	8
15751	1974.998471	0.4770249	1	164
31319101	1976.948556	0.2085577	0.999453	11
15430	1977.041773	0.3105361	1	22
23732	1977.043109	0.5826624	1	2
7996751	1977.043109	0.7484322	0.820775	11
11266	1977.053004	0.3910688	1	249
20379	1978.055648	0.3883039	1	67
31395186	1978.103264	0.3659918	0.834048	4
30572373	1979.083911	0.5318675	0.534379	3
15844	1980.997803	0.5705656	0.999569	5
9293	1981.049254	0.2244971	1	917
23745	1981.049254	0.2120128	0.999986	8
15189	1981.051945	0.4129021	1	507
31418089	1981.878534	0.2596434	0.0208431	4
30065726	1981.996886	0.2400844	0.706671	17
30068593	1982.898239	0.3672442	1	15
12107	1983.046467	0.3536578	1	142
29258194	1983.933898	0.3991989	1	78
29037210	1984.793036	0.3732221	0.961979	44
29460690	1985.061459	0.252517	0.80335	10
29461213	1985.119628	0.4548003	0.449658	31
31417903	1985.872285	0.3324115	0.425704	2
4204701	1986.052002	0.3198205	1	304
31319561	1987.040724	0.4312019	0.228505	3
34703536	1989.177416	0.3382043	0.125224	8
29461154	1989.852598	0.3496763	0.929428	11
50111064	1989.990741	0.2504822	0.830288	2
10929	1990.073405	0.2989285	1	17
32029429	1990.121021	0.3710375	0.0282268	2
7996750	1991.039665	0.5986858	0.954491	20
28300453	1991.948413	0.3552718	1	275
9680	1992.96928	0.5192311	1	5
17566	1992.997803	0.5328246	0.829395	3
17269	1993.016896	0.4107491	1	2
33343745	1993.92346	0.1967826	0.730724	3
46672988	1993.938039	0.3075791	0.982469	4
31773802	1997.016516	0.4320436	0.999626	3
16602	1997.228782	0.4277208	1	9
15141980	1997.977879	0.2798156	0.0742789	2
11405	2000.123999	0.3892666	1	139
29258977	2000.882313	0.4108717	0.907201	11
15238	2001.246159	0.3221379	1	30
31320920	2002.034521	0.3265377	0.996535	31
4197740	2002.770585	0.3755384	0.999981	2
29259003	2002.939709	0.2695708	0.999954	6
22598	2003.021038	0.347223	1	2
30063380	2004.870891	0.394755	0.996924	2
12664	2005.055314	0.5536549	1	378
28300450	2005.081803	0.5273365	0.999998	147
11055	2006.119962	0.5610029	1	910
1043	2007.042441	0.355552	0.999998	6
1557	2007.93843	0.3267899	1	491
19731	2007.954558	0.3958207	1	62
1027	2008.945101	0.5086778	1	741
4168196	2009.899938	0.2619697	0.931751	9
