MassTagID,FeatureID,STAC_Score,Mass_Error,NET_Error,UP
31777223,1339,5.5927E-05,-6.1827,-0.0442,1.0000
1412,1340,0.9866,-0.1590,0.0021,1.0000
16073,1342,0.9845,-0.2064,0.0063,1.0000
11010,1345,0.9590,-0.2387,-0.0162,1.0000
14551,1346,0.9800,-1.4282,0.0077,1.0000
12663,1348,0.9811,-0.1691,-0.0091,1.0000
29036808,1349,0.2538,-3.5379,-0.0306,1.0000
15692,1351,0.9864,0.5992,0.0005,1.0000
4207965,1353,0.9866,0.2576,-0.0017,0.7331
1413,1353,0.9840,0.2576,0.0067,0.2669
11013,1354,0.9334,-1.0001,-0.0188,1.0000
11038,1356,0.9866,-0.2588,0.0018,1.0000
18473,1356,0.0048,-10.1231,0.0106,0
11679,1357,0.9841,0.0408,-0.0067,1.0000
32027648,1360,0.0767,-1.6375,-0.0195,1.0000
30062808,1360,4.2711E-12,18.1709,-0.0006,3.4534E-31
12636,1363,0.9800,-0.7491,0.0094,1.0000
1144,1369,0.9862,-0.1355,0.0035,1.0000
31319701,1372,8.0426E-07,10.9267,-0.0012,1.0000
28300369,1373,0.9840,0.5902,0.0061,1.0000
28675716,1373,0.7091,2.6641,0.0045,0
29258814,1373,2.8196E-06,8.3074,0.0375,0
1098,1379,0.9827,-0.1360,0.0080,1.0000
4199817,1380,1.7446E-07,-11.2498,-0.0418,0
17264,1382,0.9865,-0.2895,-0.0021,1.0000
21450,1382,0.6871,-6.2228,0.0023,1.1240E-81
23070332,1382,1.5155E-24,24.5058,0.0286,0
28301525,1385,0.9858,0.4430,0.0017,1.0000
21178,1386,0.9865,0.0307,0.0026,1.0000
1406,1387,0.9694,-0.0698,0.0141,1.0000
7996532,1389,0.8537,-0.7828,0.0241,1.0000
7996350,1391,2.6335E-15,-17.0524,-0.0483,0
20200,1398,1.3704E-12,-18.4289,-0.0087,1.0000
11659,1401,0.9861,-0.5251,0.0028,1.0000
11010,1403,0.9769,-1.5360,-0.0087,1.0000
2903,1405,0.9675,-0.3387,-0.0144,1.0000
22067,1408,0.9821,0.5838,0.0080,1.0000
31319491,1409,0.5903,-0.8784,-0.0249,1.0000
21166,1413,0.9787,0.8096,0.0099,1.0000
11031,1419,0.9790,-2.1283,0.0042,1.0000
1383,1428,0.9865,0.0146,-0.0025,1.0000
15734,1428,0.9707,0.0146,-0.0136,3.7366E-07
1296,1432,0.9816,-0.6222,0.0085,1.0000
17268,1432,0.0100,-8.8344,0.0219,0
10995,1437,0.9812,-0.4272,-0.0088,1.0000
17483,1437,0.2397,-0.4272,-0.0351,0
3127,1442,0.9866,-0.3703,-0.0008,1.0000
11024,1442,2.5468E-08,-14.8365,-0.0178,0
34704530,1443,1.1427E-12,-17.3190,0.0354,1.0000
21198,1443,3.4096E-23,-24.8483,0.0063,9.9088E-43
15668,1447,1.5819E-17,-21.3791,-0.0150,1.0000
12244,1449,0.9614,0.1683,-0.0159,1.0000
11042,1450,0.9655,0.0715,-0.0150,1.0000
11038,1452,0.9474,0.9229,0.0175,1.0000
18473,1452,0.0036,-8.9415,0.0263,0
30574751,1457,0.0003,-5.8640,0.0465,1.0000
11271,1458,4.1955E-17,-21.0085,0.0248,0
6095,1459,0.0031,-6.5387,-0.0336,1.0000
13878,1460,0.9834,1.1313,0.0052,1.0000
1406,1461,0.7150,0.9808,0.0274,1.0000
1760,1465,0.9760,-0.5881,-0.0114,1.0000
11036,1466,0.0702,0.3982,0.0397,0
11008,1467,0.9849,-0.8756,-0.0038,1.0000
1286,1471,0.9826,-0.4641,0.0079,1.0000
1772,1473,0.9824,-0.0478,0.0082,1.0000
1094,1476,0.9804,-0.4133,0.0096,1.0000
11024,1478,0.9859,-0.0609,-0.0040,1.0000
3127,1478,1.8817E-07,14.4056,0.0130,0
11404,1479,0.9859,0.6165,-0.0031,1.0000
1288,1486,0.9672,0.0760,0.0147,1.0000
11039,1487,0.9308,0.3387,-0.0198,1.0000
10640,1487,0.0963,0.3387,0.0111,2.4626E-59
15734,1488,0.9847,0.3838,0.0058,1.0000
1383,1488,0.9548,0.3838,0.0169,3.2456E-12
11382,1494,0.9862,0.1054,0.0035,1.0000
33342555,1498,0.9140,2.6812,0.0094,1.0000
15662,1504,0.9546,-0.1709,0.0171,1.0000
4168247,1509,2.9656E-06,12.5594,-0.0250,1.0000
31779294,1510,6.4629E-07,11.1966,0.0172,1.0000
31396796,1510,6.9648E-14,17.0921,0.0252,2.2478E-28
4168162,1513,0.0015,-7.2194,0.0385,0
31396162,1513,2.0188E-13,17.4090,0.0345,0
28676076,1515,0.0005,8.2971,0.0194,1.0000
11097,1516,0.9723,0.8579,-0.0128,1.0000
15362,1519,1.9181E-11,-16.8653,0.0219,1.0000
8532834,1520,3.3659E-15,19.8233,0.0185,1.0000
1094,1523,0.9370,-0.0390,0.0193,1.0000
15694,1526,0.9672,0.8651,0.0140,1.0000
32027576,1526,7.4485E-25,-23.4598,0.0460,0
11038,1529,0.0380,0.8500,0.0413,0
61338952,1530,1.9102E-07,9.5289,-0.0416,1.0000
24176,1530,2.6142E-08,-15.2040,0.0160,4.7092E-22
44475520,1531,0.0010,-1.3666,0.0361,1.0000
11121,1533,0.6538,-6.2339,-0.0046,1.0000
4201174,1535,1.3633E-24,-23.8985,-0.0371,1.0000
4202043,1541,1.2092E-24,24.5680,0.0246,1.0000
11290,1542,0.9854,-1.0443,0.0012,1.0000
24275,1542,1.7210E-19,22.9079,-0.0054,0
1389,1545,0.9854,0.4627,-0.0046,1.0000
1030,1546,0.9801,-0.1939,0.0098,1.0000
21976,1550,0.9662,0.0237,0.0149,1.0000
4199817,1551,0.0007,-11.2517,-0.0037,0
1763,1552,0.9775,0.4836,0.0109,1.0000
15655,1554,0.9645,0.0435,-0.0152,1.0000
1140,1554,3.4606E-19,20.5654,0.0408,0
1238,1558,0.9585,-1.8772,0.0144,1.0000
23624,1558,0.5370,-3.5401,-0.0257,0
21819,1558,0.3446,-7.0416,0.0061,0
8576,1563,0.9294,-0.2400,-0.0199,1.0000
29037018,1567,4.4625E-10,15.9348,0.0199,1.0000
22101,1567,2.8442E-10,14.1991,-0.0453,7.4671E-07
29259039,1567,5.6419E-17,18.2460,0.0484,0
11045,1571,0.9774,0.3659,-0.0111,1.0000
9342,1571,2.0967E-06,13.2257,-0.0145,0
1003,1576,0.9730,-0.9908,0.0123,1.0000
28300195,1582,0.9867,-0.1641,-0.0012,1.0000
12765108,1585,2.6822E-17,-21.1557,0.0206,1.0000
1008,1588,0.9808,0.4180,0.0092,1.0000
30065651,1594,9.1707E-06,-12.9649,0.0140,1.0000
46674961,1596,2.1877E-07,14.5397,0.0083,1.0000
11035,1600,0.9778,-0.1515,-0.0109,1.0000
12811,1603,6.1818E-10,-14.0927,-0.0389,0
31779052,1607,0.0009,8.9558,-0.0318,1.0000
31781488,1608,0.0061,6.5821,0.0030,0
1679,1608,2.1630E-27,-24.9365,-0.0418,0
14286,1612,1.9248E-20,-23.3842,0.0085,0
31394050,1614,4.5171E-12,-14.4861,0.0474,1.0000
28301225,1616,0.0003,-11.4109,-0.0105,1.0000
4199817,1621,0.0011,-11.0339,0.0054,0
17131520,1628,0.0020,7.9910,-0.0212,1.0000
1013,1629,0.9856,0.1819,0.0046,1.0000
15194,1630,0.5804,0.0782,-0.0302,1.0000
30063758,1633,4.9696E-15,18.4992,0.0238,1.0000
31419715,1636,0.1930,2.4998,-0.0162,1.0000
30064216,1636,2.3803E-22,24.4441,-0.0053,0
43832141,1637,8.3384E-06,10.1863,0.0372,1.0000
14274,1638,0.9724,-0.3880,0.0130,1.0000
28676076,1640,3.7332E-05,8.0787,0.0327,1.0000
22450,1641,0.2379,2.2272,-0.0316,1.0000
11723,1645,0.0049,-6.4609,0.0377,1.0000
30067467,1645,1.2493E-06,-12.0667,-0.0090,4.5747E-51
32027930,1645,1.6933E-07,10.7837,0.0272,1.1543E-63
11040,1651,0.5595,-0.7583,-0.0302,1.0000
29257818,1654,6.9164E-10,-16.1398,-0.0171,1.0000
9342,1656,0.8480,-3.6080,-0.0058,1.0000
11045,1656,1.3435E-09,-16.4676,-0.0024,0
30068587,1657,0.0001,-8.5329,-0.0282,1.0000
33341027,1658,0.0207,1.8938,0.0263,1.0000
1072,1662,0.9845,0.0901,0.0063,1.0000
12131,1663,0.1557,3.8765,-0.0333,1.0000
8228195,1663,0.0153,4.3262,-0.0401,3.7628E-56
1001,1664,0.9832,-1.6302,-0.0005,1.0000
15204,1665,0.9819,-0.1904,-0.0085,1.0000
6095,1672,2.7403E-17,-21.4482,0.0062,1.0000
23071468,1674,1.4710E-17,21.4132,0.0153,1.0000
31779465,1676,3.2931E-06,-7.7859,-0.0498,1.0000
11032,1677,0.9689,0.6519,-0.0140,1.0000
1008,1679,0.9538,0.9972,0.0165,1.0000
38626658,1682,9.3616E-05,-6.5165,-0.0425,1.0000
1013,1684,0.9797,0.5775,0.0097,1.0000
1764,1687,0.9863,0.6084,0.0017,1.0000
21797,1690,0.8303,2.6162,-0.0201,1.0000
18213,1690,0.0016,-9.9569,0.0012,1.2588E-96
17285,1693,0.8420,0.3078,-0.0246,1.0000
31418059,1693,5.1202E-05,-9.5055,0.0386,0
28301215,1693,7.2367E-11,16.9258,-0.0137,0
28300460,1695,0.9802,0.9064,-0.0090,1.0000
11532,1699,0.7322,-0.9050,-0.0270,1.0000
12118,1701,0.9847,-0.0809,-0.0058,1.0000
1086,1703,0.9859,-0.0652,0.0042,1.0000
21969,1703,0.0004,-11.5233,0.0026,0
68518771,1703,8.4313E-14,-18.7699,-0.0199,0
1807,1706,0.9566,-0.4605,0.0167,1.0000
4168247,1714,1.3097E-05,12.8538,-0.0039,1.0000
64305604,1715,6.9716E-26,-24.0421,-0.0432,1.0000
11626,1722,0.9734,-0.0864,0.0129,1.0000
11654,1723,0.9689,-0.7413,-0.0136,1.0000
23071468,1723,3.0350E-16,-20.5763,0.0227,0
1016,1726,0.9853,-0.0744,-0.0050,1.0000
4201913,1727,0.0006,-3.5995,-0.0303,1.0000
4207962,1735,0.9860,0.5945,0.0028,1.0000
22416,1737,0.0005,3.3354,0.0496,1.0000
44475585,1737,1.5550E-06,11.0099,0.0354,3.4742E-21
16183,1742,2.5020E-07,-14.4781,0.0111,1.0000
10929741,1742,1.0701E-18,22.4508,-0.0046,0
11533,1743,0.9630,-0.5371,-0.0152,1.0000
1008,1745,0.4316,0.7265,0.0322,0
11339,1749,0.9797,-0.1761,-0.0100,1.0000
1016,1750,0.9757,-1.0530,0.0112,1.0000
31418827,1753,0.0108,9.7305,0.0062,1.0000
55774592,1753,3.3554E-19,-22.5581,0.0130,0
1091,1754,0.9857,0.0902,0.0044,1.0000
44388583,1754,4.4076E-12,17.9803,0.0135,0
1384,1755,0.9388,-0.3743,-0.0189,1.0000
2910304,1755,1.5116E-13,19.1719,0.0051,0
31396398,1757,0.9858,0.7252,-0.0028,1.0000
15718,1758,0.9840,0.1076,-0.0068,1.0000
11351,1761,0.9694,0.3458,-0.0140,1.0000
12811,1765,0.9793,0.6356,-0.0099,1.0000
30064150,1777,1.0260E-12,16.7831,-0.0401,1.0000
33342869,1778,2.5432E-08,-11.0000,0.0492,0
23069858,1778,1.1999E-13,-18.6080,0.0277,0
11019,1779,0.9703,-2.0907,-0.0095,1.0000
1011,1783,0.9846,-0.8619,0.0048,1.0000
4199485,1783,0.9640,-0.8619,0.0150,5.9553E-11
30068821,1783,7.6155E-25,24.4737,0.0318,0
30065888,1785,5.5748E-19,-20.7800,0.0430,1.0000
1039,1786,0.9828,0.8208,0.0069,1.0000
2529,1792,0.9410,-0.6881,0.0187,1.0000
13676,1794,0.1675,-6.6683,0.0215,1.0000
2100,1796,0.9632,-1.0935,0.0149,1.0000
4208270,1801,0.9815,-1.6339,-0.0045,1.0000
17178,1803,4.3039E-16,-19.8339,0.0167,1.0000
1016,1805,0.9586,-0.0992,0.0165,1.0000
1679,1806,0.9864,0.5414,-0.0014,1.0000
1008,1809,0.0029,1.2563,0.0477,0
28300209,1815,6.9196E-20,-22.0875,0.0227,1.0000
13835,1816,2.9704E-11,15.6849,-0.0406,1.0000
31781488,1816,8.8399E-15,-16.9145,0.0420,7.0033E-18
11395,1818,0.9661,1.2412,-0.0140,1.0000
11037,1819,0.9756,0.7782,-0.0116,1.0000
3083,1820,0.9765,2.1750,-0.0066,1.0000
31396692,1832,0.7076,-4.6264,0.0191,1.0000
15279,1832,3.4061E-07,11.8497,-0.0406,0
11053,1835,0.9855,1.0388,0.0007,1.0000
31781697,1835,0.0179,7.6999,0.0198,0
30064150,1837,3.1423E-11,17.0886,-0.0219,1.0000
1388,1840,0.9850,1.0072,-0.0033,1.0000
1384,1841,0.9865,0.5738,0.0008,1.0000
2910304,1841,2.3230E-16,20.1200,0.0248,0
31396873,1842,0.0015,-8.8991,0.0259,1.0000
30064145,1844,0.0003,8.7098,0.0260,1.0000
19157,1848,0.9782,0.3053,-0.0108,1.0000
30574414,1857,1.9036E-08,-10.6171,-0.0476,1.0000
31418935,1869,0.6020,-2.7332,-0.0266,1.0000
11528,1880,1.6009E-21,-22.0818,0.0464,0
18247,1882,0.0008,-6.7917,0.0334,1.0000
28301606,1882,1.4215E-13,-19.2548,-0.0041,2.6073E-69
26156300,1884,0.9858,0.6835,-0.0031,1.0000
1023,1886,0.9823,-0.8032,0.0076,1.0000
26158236,1891,1.2873E-12,15.4641,0.0454,1.0000
30574414,1897,3.4922E-18,-19.0062,-0.0463,0
1084,1898,0.9753,0.4377,0.0119,1.0000
31419337,1899,0.8272,1.3171,-0.0246,1.0000
11001,1901,0.9607,-2.0110,-0.0127,1.0000
4168097,1901,4.5848E-07,-14.1979,-0.0092,0
31775076,1904,0.1977,0.2527,0.0298,1.0000
4199517,1908,0.8827,-0.6058,0.0229,1.0000
31318779,1909,0.2867,0.1603,0.0296,1.0000
1612,1910,0.9349,0.4209,0.0193,1.0000
19633,1911,0.1662,6.0403,0.0236,1.0000
11080,1912,0.9326,-0.8531,-0.0191,1.0000
4200720,1914,0.0006,6.1459,0.0417,1.0000
26547088,1915,0.0005,-10.8981,0.0163,1.0000
1027,1923,0.9814,0.0105,0.0090,1.0000
26156300,1924,0.9853,1.0973,0.0011,1.0000
8531608,1926,0.9555,1.9867,0.0094,1.0000
11064,1930,0.9690,1.3492,-0.0130,1.0000
1040,1931,0.9868,-0.2150,0.0008,1.0000
15980,1932,0.5683,-1.5612,-0.0293,1.0000
1386,1933,0.9605,0.5940,-0.0159,1.0000
30064150,1936,3.2677E-10,16.6606,-0.0133,1.0000
41201807,1938,1.4275E-06,12.2216,0.0146,1.0000
28301743,1945,0.0054,-8.1822,0.0182,1.0000
1023,1949,0.9711,1.2206,0.0122,1.0000
1042,1950,0.9867,-0.3286,-0.0006,1.0000
3153555,1952,3.3013E-08,-12.1962,-0.0407,1.0000
26156300,1954,0.9835,1.2531,0.0044,1.0000
18034,1960,0.8129,-4.2015,0.0176,1.0000
30065277,1961,0.2767,-2.0195,-0.0269,1.0000
30063882,1969,0.7983,2.7560,0.0223,1.0000
1131,1978,0.9852,-0.5338,0.0047,1.0000
15197,1979,0.9798,0.4868,0.0097,1.0000
26156300,1982,0.9800,1.1218,0.0083,1.0000
1386,1983,0.9819,0.6952,-0.0081,1.0000
23639,1996,1.5097E-17,-21.6714,-0.0055,1.0000
7996365,2014,1.3761E-06,13.7097,0.0101,1.0000
1587,2016,0.9794,0.1597,0.0102,1.0000
17605,2018,8.2595E-07,-12.4556,0.0206,1.0000
19902,2019,1.1194E-20,-21.4932,0.0360,1.0000
28300925,2020,0.6885,0.1653,-0.0283,1.0000
11965,2021,0.9843,0.5404,-0.0060,1.0000
47195172,2021,7.9321E-08,9.4721,0.0474,0
10997,2028,0.9480,0.5553,-0.0179,1.0000
11078,2032,0.9861,0.1753,-0.0036,0.9973
28302810,2032,0.9844,0.1753,0.0063,0.0027
15188,2034,0.9845,-0.2220,-0.0060,1.0000
1708,2035,0.9362,-0.5579,0.0193,1.0000
17083,2036,0.9860,-0.7813,-0.0013,1.0000
30065277,2038,0.7238,-3.8340,0.0005,1.0000
11026,2039,0.9817,-0.9371,-0.0074,1.0000
17605,2040,2.3025E-07,-12.3725,0.0288,1.0000
12250,2042,0.0068,6.8284,-0.0351,1.0000
2951,2043,6.0321E-20,22.5737,0.0037,1.0000
11023,2047,0.9725,-0.9552,-0.0122,1.0000
15279,2054,0.9862,0.2295,0.0033,1.0000
1382,2056,0.9781,-0.2369,-0.0108,1.0000
13577,2058,0.9323,0.1246,-0.0197,1.0000
11043,2062,0.9866,0.3805,-0.0011,1.0000
47683435,2063,1.3205E-11,-15.4201,-0.0385,1.0000
11023,2068,0.9856,0.5663,-0.0040,1.0000
28300925,2069,0.9841,0.0338,-0.0058,1.0000
64305604,2071,0.0010,-5.2186,0.0456,1.0000
11078,2074,0.9721,0.4999,0.0130,1.0000
28302810,2074,0.8795,0.4999,0.0229,9.9423E-27
24376,2076,8.7964E-08,-13.7683,0.0299,1.0000
9285,2077,0.9816,1.1211,0.0071,1.0000
11055,2078,0.9865,-0.2502,0.0023,1.0000
7996365,2087,0.1531,-0.2145,0.0368,1.0000
18127,2088,0.9390,0.2570,0.0190,1.0000
11078,2091,0.9690,0.3779,0.0140,1.0000
28302810,2091,0.8576,0.3779,0.0239,5.6759E-32
11023,2092,0.9858,-0.8897,-0.0009,1.0000
29257773,2094,0.9864,-0.6153,0.0004,1.0000
43240723,2099,0.0008,-11.0531,0.0066,1.0000
52132491,2101,0.0017,7.6444,-0.0364,1.0000
28301775,2102,0.1207,-3.2270,0.0006,1.0000
4208048,2103,0.9820,0.5112,-0.0083,1.0000
69998754,2107,0.1149,2.3138,0.0258,1.0000
30068365,2107,2.9294E-12,-17.4858,0.0297,0
11678,2109,0.9834,-0.3517,0.0073,1.0000
10929881,2109,0.8742,2.8375,-0.0123,8.9678E-45
11023,2110,0.9868,0.2818,0.0003,1.0000
18127,2115,1.4899E-06,-13.3080,0.0217,1.0000
11055,2120,0.9843,0.0693,0.0065,1.0000
1382,2123,0.9866,0.0722,0.0020,1.0000
18228,2124,0.0002,-7.2620,0.0396,1.0000
1005,2130,0.9801,-0.8450,0.0092,1.0000
13097,2133,4.2951E-09,13.3777,-0.0356,1.0000
11048,2137,0.9568,0.2930,-0.0167,1.0000
30063106,2139,1.3603E-18,20.0861,-0.0485,0
1393,2146,0.9720,-0.2337,-0.0132,1.0000
13507,2146,0.0217,9.3259,0.0013,0
1065,2147,0.9556,0.4572,0.0168,1.0000
1385,2151,0.9778,-0.2546,-0.0109,1.0000
62356565,2153,5.7539E-10,-14.9073,0.0259,1.0000
11052,2156,0.9618,-0.8690,-0.0151,1.0000
28300925,2158,0.7889,-2.7917,0.0232,1.0000
28300156,2160,3.3634E-19,20.6358,-0.0471,0
31396765,2162,1.9225E-08,-15.3695,-0.0085,1.0000
10252,2166,0.9868,0.1993,0.0003,1.0000
1062,2172,0.9797,0.4730,0.0098,1.0000
9286,2182,0.9852,-0.4448,-0.0047,1.0000
23726,2187,0.9866,-0.1455,0.0023,1.0000
28300925,2189,0.7934,-1.3859,0.0254,1.0000
12671,2196,0.9867,-0.1423,0.0017,1.0000
15476,2197,5.0032E-09,12.9670,-0.0438,1.0000
15661,2200,0.9837,-1.1730,0.0048,1.0000
13580,2204,0.8906,1.9339,-0.0211,1.0000
14770,2204,2.7241E-12,13.8736,-0.0493,0
4207961,2206,0.9841,1.2481,0.0035,1.0000
30064008,2212,6.1466E-21,-20.3984,-0.0441,1.0000
16554,2214,0.9772,-0.8262,-0.0105,1.0000
28300925,2220,0.0072,-3.0529,0.0443,1.0000
21185,2224,0.9792,-0.2092,-0.0102,1.0000
11046,2229,0.9222,-1.0905,-0.0197,1.0000
9286,2240,0.9310,0.5398,0.0196,1.0000
12671,2242,0.9555,0.6570,0.0166,1.0000
28300925,2244,0.0025,-0.8779,0.0485,1.0000
13580,2245,0.9362,2.4620,-0.0162,1.0000
14770,2245,4.3947E-12,14.4016,-0.0444,0
12245,2246,0.9784,0.6436,-0.0104,1.0000
15193,2255,0.9787,0.3551,-0.0105,1.0000
15402,2263,0.9483,-0.3684,0.0180,1.0000
15656,2270,0.9494,2.0773,-0.0155,1.0000
9298,2271,0.9823,-0.7562,0.0077,1.0000
14879,2272,2.4822E-23,24.7826,-0.0094,0
4207567,2273,0.9867,-0.3141,6.0500E-05,1.0000
11007,2278,0.9402,-0.0023,-0.0189,1.0000
11067,2282,0.9862,-0.6281,-0.0015,1.0000
28301587,2289,8.0905E-22,-22.0391,-0.0306,1.0000
11002,2296,0.7989,-0.0762,-0.0259,1.0000
13097,2308,2.1130E-22,21.7453,0.0429,0
6526,2313,0.9838,-1.4863,-0.0012,1.0000
9298,2323,0.9729,0.4064,0.0128,1.0000
10589,2324,0.9553,-0.7122,-0.0165,1.0000
15402,2325,0.3662,0.9486,0.0330,0
31781042,2327,5.0531E-05,6.8733,0.0409,1.0000
30063106,2334,4.3459E-20,20.8236,0.0434,0
12247,2361,0.9813,0.5293,-0.0088,1.0000
11003,2363,0.9863,0.3391,-0.0028,1.0000
1414,2365,0.9391,-0.5195,0.0190,1.0000
9298,2378,0.0319,0.7406,0.0418,0
11006,2388,0.9828,0.5993,-0.0075,1.0000
11071,2393,0.9854,1.1164,7.4600E-05,1.0000
15667,2415,0.9868,-0.1267,3.4200E-05,1.0000
1641,2436,0.9855,0.2701,-0.0047,1.0000
29461257,2441,0.9854,1.0987,0.0003,1.0000
29461257,2470,0.9807,1.4142,0.0068,1.0000
4204703,2476,0.9788,1.9393,-0.0061,1.0000
1641,2477,0.9835,-0.4291,0.0071,1.0000
1641,2499,0.9641,-0.3514,0.0154,1.0000
28300160,2514,0.9849,1.2728,0.0003,1.0000
1103,2541,0.9437,0.4779,-0.0185,1.0000
